,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
0,D,2022-01-03 16:20:13,2021-12-29,LIAN,Gianakakos Anastasios,Dir,M - OptEx,$6.49,36548,346171,+12%,"+$237,197",,,,,LIAN
1,,2022-01-03 16:15:29,2021-12-31,LIAN,Qian Jiang,China GM,A - Grant,$0.00,69588,69588,New,+$0,,,,,LIAN
2,,2021-11-05 13:47:46,2021-11-03,LIAN,Perceptive Advisors LLC,"Dir, 10%",P - Purchase,$15.98,2270000,56319960,+4%,"+$36,270,200",,,,,LIAN
3,D,2021-11-03 18:59:18,2021-11-03,LIAN,Perceptive Advisors LLC,"Dir, 10%",C - Converted deriv,$0.00,38354515,2477005,-94%,$0,,,,,LIAN
4,DM,2021-11-03 18:59:18,2021-11-01,LIAN,Perceptive Advisors LLC,"Dir, 10%",P - Purchase,$14.59,220000,2477005,+10%,"+$3,210,000",,,,,LIAN
