,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
0,D,2022-01-04 21:25:42,2022-01-03,IKT,Werner Milton H.,"Pres, CEO, 10%",M - OptEx,$2.02,21853,5315433,0%,"+$44,143",,,,,IKT
1,,2021-11-19 08:13:32,2021-11-17,IKT,Werner Milton H.,"Pres, CEO, 10%",P - Purchase,$1.97,23589,5317169,0%,"+$46,558",,,,,IKT
2,D,2021-08-19 07:46:28,2021-08-17,IKT,Werner Milton H.,"Pres, CEO, 10%",M - OptEx,$2.02,21853,5293580,0%,"+$44,143",,,,,IKT
3,D,2021-05-18 17:46:17,2021-05-14,IKT,Werner Milton H.,"Pres, CEO, 10%",F - Tax,$4.59,-16918,5271727,0%,"-$77,654",,,,,IKT
4,D,2021-05-18 17:46:17,2021-05-14,IKT,Werner Milton H.,"Pres, CEO, 10%",M - OptEx,$0.38,43707,5271727,+1%,"+$16,609",,,,,IKT
5,D,2020-12-29 21:52:23,2020-12-28,IKT,Frattaroli Joseph,CFO,C - Converted deriv,$10.00,44143,44143,-50%,"$441,430",,,,,IKT
