,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
0,,2022-03-01 20:00:14,2022-02-25,APPF,Walker Jonathan,CTO,A - Grant,$112.98,7688,622068,+1%,"+$868,590",,,,,APPF
1,,2022-03-01 20:00:14,2022-02-25,APPF,Walker Jonathan,CTO,F - Tax,$112.98,-1922,622068,0%,"-$217,148",,,,,APPF
2,D,2022-01-31 19:58:20,2022-01-27,APPF,Walker Jonathan,CTO,C - Converted deriv,$0.00,571802,616302,-48%,$0,,,,,APPF
3,D,2021-12-21 19:35:26,2021-12-17,APPF,Randall Jason Robert,CEO,C - Converted deriv,$0.00,8203,0,-100%,$0,,,,,APPF
4,D,2021-12-21 19:35:26,2021-12-21,APPF,Randall Jason Robert,CEO,S - Sale+OE,$121.92,-8203,0,-100%,"-$1,000,110",,,,,APPF
5,,2021-12-15 20:09:01,2021-12-13,APPF,Walker Jonathan,CTO,A - Grant,$0.00,19503,44777,+77%,+$0,,,,,APPF
6,,2021-12-15 20:07:17,2021-12-13,APPF,Goon Fay Sien,CFO,A - Grant,$0.00,9752,59848,+19%,+$0,,,,,APPF
7,,2021-12-15 20:04:46,2021-12-13,APPF,Trigg William Shane,"GM, Real Estate",A - Grant,$0.00,7476,47819,+19%,+$0,,,,,APPF
8,D,2021-12-10 16:47:02,2021-12-08,APPF,Bliss Timothy K,Dir,C - Converted deriv,$0.00,3500,16572,-17%,$0,,,,,APPF
9,,2021-12-03 19:46:43,2021-12-01,APPF,Kerr Janet,Dir,S - Sale,$122.38,-350,17048,-2%,"-$42,833",,,,,APPF
10,,2021-10-22 20:05:08,2021-10-20,APPF,Rauth William R III,"Dir, 10%",P - Purchase,$130.87,72859,47770,-290%,"+$9,535,057",,,,,APPF
11,,2021-10-22 20:05:08,2021-10-20,APPF,Rauth William R III,"Dir, 10%",S - Sale,$130.87,-72859,47770,-60%,"-$9,535,057",,,,,APPF
12,,2021-10-20 19:53:25,2021-10-18,APPF,Goon Fay Sien,CFO,A - Grant,$0.00,50096,50096,New,+$0,,,,,APPF
13,D,2021-09-28 15:52:57,2021-09-24,APPF,Rauth William R III,"Dir, 10%",C - Converted deriv,$0.00,72859,121931,-37%,$0,,,,,APPF
14,D,2021-09-16 21:46:12,2021-09-14,APPF,Walker Jonathan,CTO,C - Converted deriv,$0.00,20000,25274,-44%,$0,,,,,APPF
15,D,2021-09-16 21:46:12,2021-09-14,APPF,Walker Jonathan,CTO,G - Gift,$0.00,-9599,25274,-28%,-$0,,,,,APPF
16,D,2021-09-16 21:46:12,2021-09-14,APPF,Walker Jonathan,CTO,S - Sale+OE,$122.71,-801,25274,-3%,"-$98,291",,,,,APPF
17,DM,2021-09-09 20:17:01,2021-09-07,APPF,Walker Jonathan,CTO,C - Converted deriv,$0.00,10500,15674,-40%,$0,,,,,APPF
18,DM,2021-09-09 20:17:01,2021-09-07,APPF,Walker Jonathan,CTO,S - Sale+OE,$121.66,-10500,15674,-40%,"-$1,277,474",,,,,APPF
19,,2021-08-27 19:53:32,2021-08-25,APPF,Kerr Janet,Dir,S - Sale,$124.63,-350,17398,-2%,"-$43,621",,,,,APPF
20,,2021-06-30 20:44:37,2021-06-28,APPF,Webb Winifred Markus,Dir,A - Grant,$0.00,1039,4177,+33%,+$0,,,,,APPF
21,,2021-06-30 20:43:11,2021-06-28,APPF,Bundy Scanlan Agnes,Dir,A - Grant,$0.00,1039,2795,+59%,+$0,,,,,APPF
22,,2021-06-30 20:40:00,2021-06-28,APPF,Von Blottnitz Andreas,Dir,A - Grant,$0.00,1039,2971,+54%,+$0,,,,,APPF
23,,2021-06-30 20:38:23,2021-06-28,APPF,Kerr Janet,Dir,A - Grant,$0.00,1039,17748,+6%,+$0,,,,,APPF
24,,2021-06-30 20:38:23,2021-06-28,APPF,Kerr Janet,Dir,S - Sale,$145.82,-350,17748,-2%,"-$51,037",,,,,APPF
25,AD,2021-05-17 20:09:53,2020-12-23,APPF,Walker Jonathan,CTO,M - OptEx,$13.43,12212,15940,+328%,"+$164,007",,,,,APPF
26,D,2021-05-17 20:08:33,2021-05-13,APPF,Kane Ida Kathleen,CFO,M - OptEx,$23.80,375,4811,+8%,"+$8,925",,,,,APPF
27,,2021-04-28 17:44:59,2021-04-26,APPF,Duca Maurice J,10%,S - Sale,$147.40,-17200,303789,-5%,"-$2,535,280",,,,,APPF
28,D,2021-03-16 20:12:00,2021-03-12,APPF,Kane Ida Kathleen,CFO,C - Converted deriv,$0.00,14436,4436,-76%,$0,,,,,APPF
29,DM,2021-03-16 20:12:00,2021-03-12,APPF,Kane Ida Kathleen,CFO,S - Sale+OE,$140.62,-10000,4436,-69%,"-$1,406,153",,,,,APPF
30,D,2021-02-19 20:15:58,2021-02-17,APPF,Walker Jonathan,CTO,C - Converted deriv,$0.00,30000,3462,-90%,$0,,,,,APPF
31,D,2021-02-19 20:15:58,2021-02-17,APPF,Walker Jonathan,CTO,S - Sale+OE,$175.42,-30000,3462,-90%,"-$5,262,600",,,,,APPF
