,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
0,,2022-02-01 16:34:51,2022-02-01,ATER,Lattmann Susan E.,Dir,A - Grant,$0.00,61728,61728,New,+$0,,,,,ATER
1,,2022-02-01 16:34:49,2022-02-01,ATER,Liebel Sarah,Dir,A - Grant,$0.00,61728,61728,New,+$0,,,,,ATER
2,ADM,2021-12-23 17:01:06,2021-03-11,ATER,Pascal Tomer,Chief Revenue Officer,M - OptEx,$9.72,40000,230358,+21%,"+$388,800",,,,,ATER
3,ADM,2021-12-23 17:01:06,2021-03-10,ATER,Pascal Tomer,Chief Revenue Officer,S - Sale+OE,$34.19,-108734,230358,-32%,"-$3,717,287",,,,,ATER
4,,2021-12-23 17:01:00,2021-12-22,ATER,Risico Joseph A,GC,S - Sale,$4.16,-87287,172193,-34%,"-$363,114",,,,,ATER
5,AD,2021-12-23 17:00:53,2021-03-12,ATER,Zahut Roi Zion,CTO,M - OptEx,$10.00,48065,149110,+48%,"+$480,650",,,,,ATER
6,ADM,2021-12-23 17:00:53,2021-03-10,ATER,Zahut Roi Zion,CTO,S - Sale+OE,$33.84,-100664,149110,-40%,"-$3,406,863",,,,,ATER
7,AD,2021-12-23 17:00:46,2021-03-11,ATER,Sarig Yaniv Zion,See Remarks,M - OptEx,$9.72,282051,239718,-666%,"+$2,741,536",,,,,ATER
8,ADM,2021-12-23 17:00:46,2021-03-10,ATER,Sarig Yaniv Zion,See Remarks,S - Sale+OE,$32.15,-302159,239718,-56%,"-$9,714,594",,,,,ATER
9,,2021-12-23 17:00:44,2021-12-22,ATER,Pascal Tomer,Chief Revenue Officer,S - Sale,$4.16,-103737,198321,-34%,"-$431,546",,,,,ATER
10,,2021-12-23 17:00:40,2021-12-22,ATER,Chaouat-Fix Mihal,Chief Product Officer,S - Sale,$4.16,-99189,287294,-26%,"-$412,626",,,,,ATER
11,AD,2021-12-23 17:00:31,2021-03-15,ATER,Risico Joseph A,GC,M - OptEx,$9.72,111524,140129,+390%,"+$1,084,013",,,,,ATER
12,ADM,2021-12-23 17:00:31,2021-03-15,ATER,Risico Joseph A,GC,S - Sale+OE,$31.16,-150280,140129,-52%,"-$4,683,138",,,,,ATER
13,AD,2021-12-23 17:00:28,2021-03-15,ATER,Chaouat-Fix Mihal,Chief Product Officer,M - OptEx,$9.72,4488,259025,+2%,"+$43,623",,,,,ATER
14,AD,2021-12-23 17:00:28,2021-03-15,ATER,Chaouat-Fix Mihal,Chief Product Officer,S - Sale+OE,$33.16,-4488,259025,-2%,"-$148,805",,,,,ATER
15,AD,2021-12-23 17:00:27,2021-03-12,ATER,Chaouat-Fix Mihal,Chief Product Officer,M - OptEx,$4.93,32172,259025,+14%,"+$158,667",,,,,ATER
16,ADM,2021-12-23 17:00:27,2021-03-10,ATER,Chaouat-Fix Mihal,Chief Product Officer,S - Sale+OE,$34.02,-96587,259025,-27%,"-$3,285,603",,,,,ATER
17,ADM,2021-12-23 17:00:23,2021-03-15,ATER,Pascal Tomer,Chief Revenue Officer,M - OptEx,$9.72,40000,230358,+21%,"+$388,800",,,,,ATER
18,ADM,2021-12-23 17:00:23,2021-03-15,ATER,Pascal Tomer,Chief Revenue Officer,S - Sale+OE,$30.28,-40000,230358,-15%,"-$1,211,042",,,,,ATER
19,AM,2021-12-23 17:00:20,2021-03-10,ATER,Risico Joseph A,GC,S - Sale,$34.46,-40541,178885,-18%,"-$1,397,234",,,,,ATER
20,,2021-12-23 17:00:11,2021-12-22,ATER,Rodriguez Arturo,CFO,S - Sale,$4.16,-94152,175730,-35%,"-$391,672",,,,,ATER
21,,2021-10-04 18:21:50,2021-09-30,ATER,Kurtz William,Dir,A - Grant,$0.00,9685,61548,+19%,+$0,,,,,ATER
22,,2021-10-04 18:21:48,2021-09-30,ATER,Petersen Greg,Dir,A - Grant,$0.00,9730,58355,+20%,+$0,,,,,ATER
23,,2021-10-04 18:21:01,2021-09-30,ATER,Harlam Bari A,Dir,A - Grant,$0.00,9547,45672,+26%,+$0,,,,,ATER
24,,2021-10-04 18:20:26,2021-09-30,ATER,Von Walter Amy,Dir,A - Grant,$0.00,9593,44418,+28%,+$0,,,,,ATER
25,,2021-09-17 20:51:38,2021-09-17,ATER,"9830 Macarthur, LLC",10%,P - Purchase,$7.71,1468700,3246701,+83%,"+$11,323,677",,,,,ATER
26,M,2021-09-15 19:50:04,2021-09-01,ATER,"9830 Macarthur, LLC",10%,S - Sale,$7.26,-191000,4715401,-4%,"-$1,387,460",,,,,ATER
27,,2021-09-01 10:07:57,2021-08-30,ATER,"9830 Macarthur, LLC",10%,S - Sale,$7.15,-68406,4906401,-1%,"-$489,356",,,,,ATER
28,,2021-07-02 17:06:04,2021-06-30,ATER,Risico Joseph A,GC,A - Grant,$0.00,119239,259368,+85%,+$0,,,,,ATER
29,,2021-07-02 17:05:57,2021-06-30,ATER,Sarig Yaniv Zion,See Remarks,A - Grant,$0.00,319661,559379,+133%,+$0,,,,,ATER
30,,2021-07-02 17:05:40,2021-06-30,ATER,Pascal Tomer,Chief Revenue Officer,A - Grant,$0.00,132030,305569,+76%,+$0,,,,,ATER
31,,2021-07-02 17:05:37,2021-06-30,ATER,Rodriguez Arturo,CFO,A - Grant,$0.00,121541,269759,+82%,+$0,,,,,ATER
32,,2021-07-02 17:05:29,2021-06-30,ATER,Zahut Roi Zion,CTO,A - Grant,$0.00,107889,248560,+77%,+$0,,,,,ATER
