,Date,Open,High,Low,Close,Adj Close,Volume,ticker
0,2018-01-02,157.195007,159.380005,156.429993,159.210007,157.992508,1110250.0,SHPG
1,2018-01-03,158.440002,159.240005,157.350006,158.25,157.039841,1093357.0,SHPG
2,2018-01-04,157.429993,158.097504,156.020004,157.289993,156.087173,1321551.0,SHPG
3,2018-01-05,157.559998,158.029999,156.580002,156.860001,155.660461,688519.0,SHPG
4,2018-01-08,154.850006,156.0,148.498505,149.100006,147.959824,2735120.0,SHPG
5,2018-01-09,150.0,150.983002,149.410004,150.789993,149.636887,869887.0,SHPG
6,2018-01-10,149.460007,149.690002,147.899994,149.270004,148.12851,845473.0,SHPG
7,2018-01-11,147.389999,149.020004,147.304993,148.410004,147.275085,1056520.0,SHPG
8,2018-01-12,148.330002,148.520004,146.600006,147.550003,146.421661,1098141.0,SHPG
9,2018-01-16,145.820007,148.050003,145.330002,145.960007,144.843826,2141855.0,SHPG
10,2018-01-17,145.729996,147.240005,144.300003,145.889999,144.774353,2347320.0,SHPG
11,2018-01-18,143.130005,146.440002,141.820007,145.690002,144.575897,2418997.0,SHPG
12,2018-01-19,145.899994,146.050003,143.539993,144.990005,143.881241,1135757.0,SHPG
13,2018-01-22,147.309998,148.100006,147.009995,147.610001,146.481201,1410379.0,SHPG
14,2018-01-23,147.919998,148.520004,146.899994,147.600006,146.471298,1155603.0,SHPG
15,2018-01-24,147.839996,148.029999,144.679993,145.050003,143.940781,1550112.0,SHPG
16,2018-01-25,143.669998,145.979996,143.660004,144.570007,143.464462,2939505.0,SHPG
17,2018-01-26,144.220001,148.690002,144.089996,147.550003,146.421661,2849528.0,SHPG
18,2018-01-29,145.820007,147.829895,145.770004,146.929993,145.806396,1054401.0,SHPG
19,2018-01-30,145.559998,145.949997,143.884995,144.429993,143.325516,744234.0,SHPG
20,2018-01-31,143.389999,143.470001,139.580002,140.039993,138.969086,1563401.0,SHPG
21,2018-02-01,139.429993,143.020004,139.039993,142.369995,141.281265,978910.0,SHPG
22,2018-02-02,140.259995,141.289993,139.070007,139.190002,138.125595,934828.0,SHPG
23,2018-02-05,136.119995,136.809998,130.570007,131.050003,130.047836,1988450.0,SHPG
24,2018-02-06,132.029999,134.919998,130.990005,133.970001,132.945511,1823411.0,SHPG
25,2018-02-07,131.119995,132.899994,129.850006,130.419998,129.422653,1517457.0,SHPG
26,2018-02-08,131.419998,131.929993,126.139999,126.230003,125.264702,1445640.0,SHPG
27,2018-02-09,127.75,128.610001,123.730003,127.43,126.455528,2068794.0,SHPG
28,2018-02-12,130.940002,133.029999,130.190002,132.270004,131.25853,1300815.0,SHPG
29,2018-02-13,132.330002,133.050003,131.089996,132.669998,131.655457,1187156.0,SHPG
30,2018-02-14,129.839996,133.729996,129.25,132.860001,131.843994,2044669.0,SHPG
31,2018-02-15,133.559998,135.779999,133.029999,135.300003,134.265335,923314.0,SHPG
32,2018-02-16,135.380005,136.050003,133.509995,134.059998,133.034821,944332.0,SHPG
33,2018-02-20,127.900002,129.520004,126.519997,126.669998,125.70134,2101554.0,SHPG
34,2018-02-21,125.040001,126.760002,124.730003,125.029999,124.073875,2227835.0,SHPG
35,2018-02-22,125.980003,127.629997,125.735001,126.050003,125.086082,1276203.0,SHPG
36,2018-02-23,127.559998,127.889999,126.07,127.080002,126.108208,920306.0,SHPG
37,2018-02-26,126.160004,126.446198,125.339996,126.32,125.354012,897539.0,SHPG
38,2018-02-27,125.279999,128.559998,125.279999,127.190002,126.217369,1120486.0,SHPG
39,2018-02-28,129.190002,129.800003,127.610001,128.0,127.021164,1733685.0,SHPG
40,2018-03-01,130.690002,135.779999,129.419998,133.479996,132.459244,2870755.0,SHPG
41,2018-03-02,132.059998,134.119995,131.289993,133.190002,132.171478,1013571.0,SHPG
42,2018-03-05,132.649994,135.039993,132.479996,134.669998,133.640167,712596.0,SHPG
43,2018-03-06,137.539993,137.610001,133.780106,134.679993,133.65007,745861.0,SHPG
44,2018-03-07,134.389999,135.029907,132.899994,134.0,132.975281,606223.0,SHPG
45,2018-03-08,132.779999,134.5,132.610001,134.119995,133.987976,560067.0,SHPG
46,2018-03-09,133.990005,134.039993,132.690002,133.460007,133.328644,466675.0,SHPG
47,2018-03-12,132.949997,133.330002,131.850006,132.990005,132.8591,660586.0,SHPG
48,2018-03-13,132.360001,133.699997,131.039993,131.220001,131.090836,651072.0,SHPG
49,2018-03-14,133.800003,134.080002,131.589996,132.559998,132.42952,524401.0,SHPG
50,2018-03-15,134.789993,134.869995,131.429993,131.779999,131.650284,949516.0,SHPG
51,2018-03-16,131.820007,134.979996,131.619995,133.449997,133.318634,1013797.0,SHPG
52,2018-03-19,132.949997,133.130005,128.501205,129.289993,129.162735,891812.0,SHPG
53,2018-03-20,129.100006,130.0,128.919998,129.220001,129.092804,597470.0,SHPG
54,2018-03-21,128.740005,129.747498,128.345001,128.720001,128.593307,601939.0,SHPG
55,2018-03-22,126.360001,127.669998,125.879997,126.389999,126.265594,1415381.0,SHPG
56,2018-03-23,127.389999,127.580002,126.129997,126.5,126.375488,1114805.0,SHPG
57,2018-03-26,127.769997,128.720001,125.370003,128.539993,128.413467,1037242.0,SHPG
58,2018-03-27,129.880005,131.449997,128.600006,128.869995,128.743149,691266.0,SHPG
59,2018-03-28,152.300003,154.0,144.449997,144.529999,144.387741,7125512.0,SHPG
60,2018-03-29,146.009995,152.5,145.419998,149.389999,149.24295,1952682.0,SHPG
61,2018-04-02,148.300003,150.0,145.910004,149.190002,149.043152,1263886.0,SHPG
62,2018-04-03,149.589996,149.880005,146.690002,148.460007,148.313873,642268.0,SHPG
63,2018-04-04,149.360001,153.938705,149.279999,153.520004,153.368896,1426130.0,SHPG
64,2018-04-05,158.070007,159.039993,155.5,156.429993,156.276016,999591.0,SHPG
65,2018-04-06,156.789993,157.580002,155.429993,156.740005,156.585724,880505.0,SHPG
66,2018-04-09,155.169998,158.470001,154.449997,155.860001,155.706589,546774.0,SHPG
67,2018-04-10,156.289993,156.529999,153.639999,153.830002,153.678589,710509.0,SHPG
68,2018-04-11,154.449997,154.520004,151.75,152.110001,151.960281,408810.0,SHPG
69,2018-04-12,157.5,158.720001,155.940002,157.919998,157.764557,1443628.0,SHPG
70,2018-04-13,157.669998,157.740005,151.339996,152.190002,152.040207,1569673.0,SHPG
71,2018-04-16,156.110001,156.440002,151.669998,152.410004,152.259979,845995.0,SHPG
72,2018-04-17,154.820007,155.5,154.5,155.089996,154.937332,725437.0,SHPG
73,2018-04-18,159.479996,163.199997,157.309998,162.539993,162.380005,1871590.0,SHPG
74,2018-04-19,163.509995,177.509995,159.880005,160.740005,160.581787,9586165.0,SHPG
75,2018-04-20,160.080002,166.0,159.809998,164.369995,164.208206,4276667.0,SHPG
76,2018-04-23,160.289993,161.5,158.5,160.080002,159.92244,1306630.0,SHPG
77,2018-04-24,166.0,167.029999,162.100006,163.929993,163.768631,2971422.0,SHPG
78,2018-04-25,164.600006,164.800003,157.690002,158.369995,158.214111,4023173.0,SHPG
79,2018-04-26,162.869995,162.919998,159.509995,160.759995,160.601761,1835017.0,SHPG
80,2018-04-27,160.25,161.710007,160.0,161.660004,161.500885,974947.0,SHPG
81,2018-04-30,160.809998,161.050003,157.904999,159.429993,159.273071,1441626.0,SHPG
82,2018-05-01,158.910004,160.0,158.020004,159.5,159.343002,762320.0,SHPG
83,2018-05-02,158.600006,159.929993,157.380005,157.449997,157.295013,1081153.0,SHPG
84,2018-05-03,158.309998,158.619995,155.0,156.610001,156.455841,1026446.0,SHPG
85,2018-05-04,155.929993,159.5,155.830002,157.729996,157.574738,1041354.0,SHPG
86,2018-05-07,161.880005,163.75,160.240005,161.389999,161.23114,2142420.0,SHPG
87,2018-05-08,163.5,164.520004,162.639999,163.729996,163.568832,3651009.0,SHPG
88,2018-05-09,162.789993,164.479996,161.889999,164.380005,164.218201,1529913.0,SHPG
89,2018-05-10,163.259995,164.649994,162.729996,164.089996,163.928482,1825225.0,SHPG
90,2018-05-11,164.309998,167.220001,163.990005,166.449997,166.286163,1151235.0,SHPG
91,2018-05-14,167.240005,170.455002,167.139999,168.520004,168.354126,1486658.0,SHPG
92,2018-05-15,169.910004,171.470001,168.75,170.679993,170.511993,1766722.0,SHPG
93,2018-05-16,170.899994,173.595001,169.779999,173.130005,172.959595,1418117.0,SHPG
94,2018-05-17,170.5,171.949997,169.830002,171.649994,171.481033,1250857.0,SHPG
95,2018-05-18,170.559998,170.589996,169.100006,169.610001,169.443054,1103393.0,SHPG
96,2018-05-21,169.369995,169.860001,168.100006,168.949997,168.783691,752525.0,SHPG
97,2018-05-22,170.669998,170.889999,169.690002,169.889999,169.722778,966253.0,SHPG
98,2018-05-23,168.029999,168.220001,164.5,166.429993,166.266174,2904173.0,SHPG
99,2018-05-24,164.970001,165.720001,164.270004,164.5,164.338074,1177847.0,SHPG
100,2018-05-25,164.869995,165.460007,164.330002,165.229996,165.067352,874878.0,SHPG
101,2018-05-29,162.740005,164.520004,162.485001,164.199997,164.038376,1020154.0,SHPG
102,2018-05-30,162.100006,164.600006,162.039993,164.190002,164.028381,1153487.0,SHPG
103,2018-05-31,164.490005,165.589996,162.429993,164.240005,164.078339,1539583.0,SHPG
104,2018-06-01,161.029999,162.509995,160.5,160.75,160.591766,1120107.0,SHPG
105,2018-06-04,158.460007,158.830002,157.000107,158.550003,158.393936,1497483.0,SHPG
106,2018-06-05,159.740005,160.110001,158.559998,159.5,159.343002,445012.0,SHPG
107,2018-06-06,159.410004,160.639999,159.0,160.509995,160.352005,504719.0,SHPG
108,2018-06-07,162.190002,162.630005,161.179993,161.779999,161.620758,699908.0,SHPG
109,2018-06-08,160.539993,161.880005,159.830002,160.960007,160.801575,516836.0,SHPG
110,2018-06-11,161.220001,161.289993,160.25,160.479996,160.322037,820421.0,SHPG
111,2018-06-12,160.800003,161.270004,160.270004,160.5,160.34201,1342337.0,SHPG
112,2018-06-13,161.460007,161.990005,160.720001,161.309998,161.151215,703690.0,SHPG
113,2018-06-14,162.380005,163.240005,162.070007,162.770004,162.609787,602847.0,SHPG
114,2018-06-15,161.809998,162.149994,161.009995,161.75,161.59079,875301.0,SHPG
115,2018-06-18,158.960007,160.429993,158.5,160.050003,159.892471,794823.0,SHPG
116,2018-06-19,157.300003,158.330002,156.809998,156.979996,156.825485,790155.0,SHPG
117,2018-06-20,159.080002,160.820007,158.050003,160.610001,160.451904,920951.0,SHPG
118,2018-06-21,162.860001,164.679993,161.479996,162.399994,162.240143,977146.0,SHPG
119,2018-06-22,162.169998,162.270004,161.25,161.850006,161.690689,719176.0,SHPG
120,2018-06-25,162.679993,163.169998,160.649994,161.75,161.59079,803699.0,SHPG
121,2018-06-26,161.130005,162.360001,160.389999,161.699997,161.540833,729327.0,SHPG
122,2018-06-27,161.509995,161.679993,160.589996,161.259995,161.101257,1014387.0,SHPG
123,2018-06-28,163.869995,169.119995,163.660004,168.410004,168.244232,1588893.0,SHPG
124,2018-06-29,168.470001,169.5,167.669998,168.800003,168.63385,1685283.0,SHPG
125,2018-07-02,166.660004,169.300003,165.710007,169.100006,168.933563,1309481.0,SHPG
126,2018-07-03,168.050003,169.440002,167.559998,168.029999,167.864609,1008660.0,SHPG
127,2018-07-05,169.100006,171.190002,168.220001,170.610001,170.442062,846625.0,SHPG
128,2018-07-06,170.25,171.304993,170.059998,170.470001,170.3022,681293.0,SHPG
129,2018-07-09,171.25,171.360001,169.839996,171.259995,171.091415,564815.0,SHPG
130,2018-07-10,171.949997,173.889999,171.339996,173.039993,172.869675,991166.0,SHPG
131,2018-07-11,170.75,172.660004,170.520004,172.110001,171.940598,898360.0,SHPG
132,2018-07-12,171.970001,172.449997,171.600006,172.289993,172.120407,404090.0,SHPG
133,2018-07-13,172.539993,173.330002,171.830002,172.880005,172.709839,494116.0,SHPG
134,2018-07-16,172.199997,172.789993,171.679993,172.059998,171.89064,489507.0,SHPG
135,2018-07-17,171.669998,172.990005,171.639999,172.539993,172.370163,375172.0,SHPG
136,2018-07-18,172.289993,173.399994,171.869995,172.740005,172.569977,445801.0,SHPG
137,2018-07-19,172.460007,173.570007,172.190002,172.979996,172.809723,628621.0,SHPG
138,2018-07-20,172.619995,172.919998,170.910004,171.25,171.081436,618467.0,SHPG
139,2018-07-23,171.330002,171.630005,170.430099,171.149994,170.981522,888077.0,SHPG
140,2018-07-24,171.929993,173.050003,171.559998,172.729996,172.559982,345541.0,SHPG
141,2018-07-25,171.940002,172.630005,171.449997,172.369995,172.200333,350193.0,SHPG
142,2018-07-26,171.619995,172.470001,171.309998,172.240005,172.070465,494524.0,SHPG
143,2018-07-27,172.470001,172.470001,169.860001,170.070007,169.902603,600011.0,SHPG
144,2018-07-30,170.899994,170.960007,169.559998,169.740005,169.572922,551941.0,SHPG
145,2018-07-31,172.320007,172.330002,169.759995,170.610001,170.442062,1797781.0,SHPG
146,2018-08-01,173.619995,175.949997,172.860001,175.610001,175.437149,1171346.0,SHPG
147,2018-08-02,171.979996,173.080002,171.429993,172.690002,172.52002,890541.0,SHPG
148,2018-08-03,172.339996,173.789993,171.889999,173.020004,172.849701,398712.0,SHPG
