,ISIN CODE,NAME,TICKER SYMBOL,trade_count,n_distinct_traders,n_distinct_trade_types,ts_rows,reason_to_exclude
1079,US5021601043,LSB INDUSTRIES,LXU,738,54,11,1509.0,None
1087,NL0009434992,LYONDELLBASELL INDS.CL.A,LYB,978,67,10,1509.0,None
1067,US5380341090,LIVE NATION ENTM.,LYV,691,45,8,1509.0,None
1040,US5053361078,LA-Z-BOY,LZB,544,34,8,1509.0,None
1092,US55616P1049,MACY'S,M,1103,49,8,1509.0,None
1117,US57636Q1040,MASTERCARD,MA,1194,59,8,1509.0,None
1155,US59522J1034,MID-AMER.APT COMMUNITIES,MAA,833,30,10,1509.0,None
1090,US5543821012,MACERICH,MAC,717,37,10,1509.0,None
1101,US56418H1005,MANPOWERGROUP,MAN,882,35,8,1509.0,None
1114,US5745991068,MASCO,MAS,996,44,7,1509.0,None
1120,US57686G1058,MATSON,MATX,1300,54,9,1509.0,None
1122,US57778K1051,MAXAR TECHNOLOGIES (NYS),MAXR,249,25,5,1509.0,None
1125,US55262C1009,MBIA,MBI,756,52,8,1509.0,None
1148,US5917741044,METROPOLITAN BANK HDG.,MCB,198,26,7,1095.0,None
1128,US5801351017,MCDONALDS,MCD,1012,63,8,1509.0,None
1138,US5860011098,MEMBERSHIP COLLECTIVE GROUP A,MCG,26,15,4,170.0,None
1130,US58155Q1031,MCKESSON,MCK,1233,40,8,1509.0,None
1173,US6153691059,MOODY'S,MCO,1373,46,8,1509.0,None
2969,US59870L1061,MILACRON HOLDINGS DEAD - DELIST.21/11/19,MCRN,115,17,6,926.0,None
1105,US5663301068,MARCUS,MCS,949,22,9,1509.0,None
1159,US60646V1052,MISTER CAR WASH,MCW,46,12,5,183.0,None
1140,US5894001008,MERCURY GENERAL,MCY,295,26,7,1509.0,None
1136,US58502B1061,MEDNAX,MD,681,37,8,1509.0,None
1131,US5526761086,MDC HOLDINGS,MDC,565,20,9,1509.0,None
2952,US5840211099,MEDALLIA DEAD - DELIST.29/10/21,MDLA,224,14,8,576.0,None
2963,US5894331017,MEREDITH DEAD - DELIST.02/12/21,MDP,880,35,9,1437.0,None
1137,IE00BTN1Y115,MEDTRONIC,MDT,555,32,8,1509.0,None
1132,US5526901096,MDU RESOURCES GROUP,MDU,795,58,8,1509.0,None
1124,US5786051079,MAYVILLE ENGINEERING COMPANY,MEC,73,13,4,720.0,None
1135,US58470H1014,MEDIFAST,MED,414,54,9,1509.0,None
1146,US5915202007,METHODE ELTN.,MEI,555,39,8,1509.0,None
1147,US59156R1086,METLIFE,MET,1655,67,8,1509.0,None
1150,US55272X1028,MFA FINANCIAL,MFA,718,33,7,1509.0,None
1102,CA56501R1064,MANULIFE FINANCIAL (NYS),MFC,37,13,4,1509.0,None
1153,US5529531015,MGM RESORTS INTL.,MGM,1559,58,9,1509.0,None
1152,US55303A1051,MGM GROWTH PROPERTIES CL.A,MGP,114,10,6,1488.0,None
1168,US6081901042,MOHAWK INDUSTRIES,MHK,947,37,9,1509.0,None
1089,US55305B1017,M/I HOMES,MHO,378,13,8,1509.0,None
1091,US55608B1052,MACQUARIE INFRASTRUCTURE HOLDINGS,MIC,4,1,1,1509.0,None
36,US0012285013,AG MORTGAGE INV.TRUST,MITT,246,17,7,1509.0,None
1162,US60688N1028,MIX TELEMATICS ADR 1:25,MIXT,28,6,3,1509.0,None
1109,US5705351048,MARKEL,MKL,848,39,8,1509.0,None
1185,US6247561029,MUELLER INDUSTRIES,MLI,795,43,8,1509.0,None
1113,US5732841060,MARTIN MRTA.MATS.,MLM,1761,43,9,1509.0,None
1141,US58985J1051,MERIDIANLINK,MLNK,19,11,4,161.0,None
1121,US5773451019,MAUI LAND & PINEAPPLE,MLP,360,30,8,1509.0,None
1156,US6005512040,MILLER INDUSTRIES,MLR,286,11,5,1509.0,None
1112,US5717481023,MARSH & MCLENNAN,MMC,1203,66,8,1509.0,None
1106,US5663241090,MARCUS AND MILLICHAP,MMI,423,20,7,1509.0,None
1123,US5779331041,MAXIMUS,MMS,797,35,8,1509.0,None
1100,US56382Q1022,MANNING & NAPIER CL.A,MN,161,27,5,1509.0,None
72,US02209S1033,ALTRIA GROUP,MO,978,63,8,1509.0,None
1165,US6078281002,MODINE MANUFACTURING,MOD,1538,51,8,1509.0,None
1164,US6075251024,MODEL N,MODN,322,41,7,1509.0,None
1169,US60855R1005,MOLINA HEALTHCARE,MOH,1528,56,9,1509.0,None
1177,US61945C1036,MOSAIC,MOS,680,50,7,1509.0,None
1179,US6245801062,MOVADO GROUP,MOV,612,26,10,1509.0,None
1104,US56585A1025,MARATHON PETROLEUM,MPC,1026,49,10,1509.0,None
1134,US58463J3041,MEDICAL PROPS.TRUST,MPW,374,16,9,1509.0,None
1107,US5684271084,MARINE PRODUCTS,MPX,331,13,7,1509.0,None
2979,US61179L1008,MONTAGE RESOURCES DEAD - DELIST.13/11/20,MR,213,24,7,1173.0,None
1181,US55345K1034,MRC GLOBAL,MRC,468,43,7,1509.0,None
1139,US58933Y1055,MERCK & COMPANY,MRK,922,80,8,1509.0,None
1103,US5658491064,MARATHON OIL,MRO,927,58,8,1509.0,None
2953,US58409L3069,MEDEQUITIES REALTY DEAD - DELIST.17/05/19,MRT,80,13,6,661.0,None
1176,US6174464486,MORGAN STANLEY,MS,1116,88,10,1509.0,None
1182,US5534981064,MSA SAFETY,MSA,1483,42,9,1509.0,None
1145,US5906721015,MESABI TRUST,MSB,7,2,1,1509.0,None
1184,US55354G1004,MSCI,MSCI,749,45,8,1509.0,None
2991,US5535731062,MSG NETWORKS DEAD - DELIST.09/07/21,MSGN,285,28,10,1335.0,None
1094,US55825T1034,MADISON SQUARE GARDEN SPORTS A,MSGS,185,21,8,1509.0,None
1178,US6200763075,MOTOROLA SOLUTIONS,MSI,1573,82,8,1509.0,None
2968,US5980391057,MIDSOUTH BANCORP DEAD - DELIST.23/09/19,MSL,563,41,7,883.0,None
543,US23821D1000,DATTO HOLDING,MSP,122,12,6,353.0,None
1088,US55261F1049,M&T BANK,MTB,4752,72,8,1509.0,None
1149,US5926881054,METTLER TOLEDO INTL.,MTD,1167,37,7,1509.0,None
1118,US5764852050,MATADOR RESOURCES,MTDR,680,39,8,1509.0,None
1151,US5528481030,MGIC INVESTMENT,MTG,890,45,9,1509.0,None
1142,US59001A1025,MERITAGE HOMES,MTH,675,25,7,1509.0,None
1143,US59001K1007,MERITOR,MTOR,674,58,8,1509.0,None
1144,US5906601068,MESA ROYALTY TRUST,MTR,92,1,1,1509.0,None
1119,US5766901012,MATERION,MTRN,980,29,8,1509.0,None
1099,US5635714059,MANITOWOC,MTW,1811,50,9,1509.0,None
1157,US6031581068,MINERALS TECHS.,MTX,1136,49,6,1509.0,None
1116,US5763231090,MASTEC,MTZ,829,19,8,1509.0,None
1187,US6267171022,MURPHY OIL,MUR,1257,50,9,1509.0,None
1188,US6267551025,MURPHY USA,MUSA,379,24,8,1509.0,None
1129,US58039P1075,MCEWEN MINING,MUX,213,34,7,1509.0,None
1186,US6247581084,MUELLER WATER PRODUCTS,MWA,701,50,8,1509.0,None
1096,US55933J2033,MAGNACHIP SEMICONDUCTOR,MX,207,27,6,1509.0,None
1189,US6284641098,MYERS INDUSTRIES,MYE,445,39,9,1509.0,None
1190,BMG637AM1024,MYOVANT SCIENCES,MYOV,183,21,5,1355.0,None
1192,US62878D1000,N ABLE,NABL,45,14,2,168.0,None
596,US26414D1063,DUCKHORN PORTFOLIO,NAPA,48,13,3,252.0,None
1244,BMG657731060,NORDIC AMER.TANKERS,NAT,36,10,5,1509.0,None
1197,US6337071046,NATIONAL BANK HDG.CL.A,NBHC,500,28,7,1509.0,None
1251,BMG667211046,NORWEGIAN CRUISE LINE HDG.,NCLH,345,29,8,1509.0,None
1211,US62886E1082,NCR,NCR,1189,69,9,1509.0,None
1239,KYG6610J2093,NOBLE,NE,41,13,4,195.0,None
1230,US65339F1012,NEXTERA ENERGY,NEE,1331,57,9,1509.0,None
1225,US6516391066,NEWMONT,NEM,1512,82,9,1509.0,None
452,US18915M1071,CLOUDFLARE A,NET,412,19,5,632.0,None
1224,US6515871076,NEWMARKET,NEU,343,25,8,1509.0,None
1219,US64829B1008,NEW RELIC,NEWR,874,26,7,1509.0,None
1231,US65290C1053,NEXTIER OILFIELD SOLUTIONS,NEX,214,30,4,1298.0,None
1198,US6361801011,NATIONAL FUEL GAS,NFG,1637,45,9,1509.0,None
3028,US6512901082,NEWFIELD EXPLORATION DEAD - DELIST.14/02/19,NFX,1482,50,8,731.0,None
1204,US63886Q1094,NATURAL GAS SVS.GP.,NGS,323,22,10,1509.0,None
1205,US63888U1088,NATURAL GROCERS BY VITAMIN COTTAGE,NGVC,161,18,6,1509.0,None
933,US45688C1071,INGEVITY,NGVT,176,19,6,1480.0,None
1199,US63633D1046,NATIONAL HEALTH INVRS.,NHI,364,17,8,1509.0,None
1236,US65473P1057,NISOURCE,NI,737,62,9,1509.0,None
1234,US65441V1017,NINE ENERGY SERVICE,NINE,135,17,4,1047.0,None
1217,US6460251068,NEW JERSEY RES.,NJR,1084,51,9,1509.0,None
1233,US6541061031,NIKE 'B',NKE,2254,61,10,1509.0,None
1237,US6291564077,NL INDUSTRIES,NL,168,12,6,1509.0,None
1208,US63910B1026,NAUTILUS,NLS,540,46,8,1509.0,None
1232,GB00BWFY5505,NIELSEN,NLSN,1504,56,8,1509.0,None
115,US0357104092,ANNALY CAPITAL MAN.,NLY,299,29,7,1509.0,None
1210,MHY621971198,NAVIOS MARITIME HDG.,NM,1066,50,8,1509.0,None
3007,MHY621591434,NAVIOS MARITIME ACQ. DEAD - DELIST.15/10/21,NNA,1,1,1,1404.0,None
1201,US6374171063,NATIONAL RETAIL PROPS.,NNN,878,28,8,1509.0,None
1247,CA6568111067,NORTH AMERICAN (NYS) CONSTRUCTION GROUP,NOA,2,1,1,1509.0,None
1249,US6668071029,NORTHROP GRUMMAN,NOC,1504,81,8,1509.0,None
1253,US62955J1034,NOV,NOV,643,40,8,1509.0,None
1626,US86745K1043,SUNNOVA ENERGY INTERNATIONAL,NOVA,166,20,8,667.0,None
1522,US81762P1021,SERVICENOW,NOW,1716,41,9,1509.0,None
1212,US6400791090,NEENAH,NP,814,29,8,1509.0,None
1200,US6372151042,NATIONAL PRESTO INDS.,NPK,131,14,5,1509.0,None
656,US29355X1072,ENPRO INDS.,NPO,740,43,8,1509.0,None
1214,US64051T1007,NEOPHOTONICS,NPTN,426,23,9,1509.0,None
1226,US6517185046,NEWPARK RESOURCES,NR,503,34,7,1509.0,None
1228,US65342V1017,NEXPOINT REAL ESTATE FINANCE,NREF,65,9,5,531.0,None
1257,US6293775085,NRG ENERGY,NRG,1316,72,8,1509.0,None
1248,US6593101065,NORTH EUR.OIL TRUST,NRT,90,8,4,1509.0,None
1220,US64828T2015,NEW RESIDENTIAL INVESTMENT REIT,NRZ,113,11,6,1509.0,None
1202,US6378701063,NATIONAL STORAGE AFF. TST.,NSA,46,10,6,1509.0,None
1246,US6558441084,NORFOLK SOUTHERN,NSC,1504,46,9,1509.0,None
3049,US67059L1026,NUSTAR GP HOLDINGS DEAD - DELIST.23/07/18,NSH,366,17,8,590.0,None
3006,US63861C1099,NATIONSTAR MGE.HOLDINGS DEAD - DELIST.03/08/18,NSM,126,19,5,595.0,None
937,US45778Q1076,INSPERITY,NSP,1786,24,10,1509.0,None
1242,CA65532M6062,NOMAD ROYALTY (NYS) COMPANY,NSR,126,17,5,1509.0,None
1261,CA67077M1086,NUTRIEN (NYS),NTR,78,11,5,1059.0,None
1215,US64119V3033,NETSTREIT,NTST,44,9,4,401.0,None
1258,KYG6683N1034,NU HOLDINGS A,NU,47,19,5,67.0,None
1260,US6703461052,NUCOR,NUE,1004,41,8,1509.0,None
1264,US62944T1051,NVR,NVR,851,29,8,1509.0,None
1216,US64157F1030,NEVRO,NVRO,367,31,7,1509.0,None
660,US29415F1049,ENVISTA HOLDINGS,NVST,153,18,6,629.0,None
1263,IE00BDVJJQ56,NVENT ELECTRIC,NVT,273,25,8,987.0,None
957,US46185L1035,INVITAE,NVTA,273,20,8,1509.0,None
3022,US6453701079,NEW HOME DEAD - DELIST.08/09/21,NWHM,236,20,5,1377.0,None
1250,US66765N1054,NORTHWEST NATURAL HOLDING COMPANY,NWN,125,17,6,1509.0,None
1410,US7476191041,QUANEX BUILDING PRODUCTS,NX,308,27,7,1509.0,None
1229,US65341D1028,NEXPOINT RESD.TST.,NXRT,196,10,6,1509.0,None
1221,US6494392052,NEW YORK CITY REIT A,NYC,46,4,4,398.0,None
1222,US6494451031,NEW YORK COMMUNITY BANCORP,NYCB,513,29,9,1509.0,None
3026,US64976L2088,NEW YORK REIT DEAD - DELIST.07/11/18,NYRT,48,20,4,663.0,None
1429,US7561091049,REALTY INCOME,O,715,40,9,1509.0,None
3074,US68557N1037,ORBITAL ATK DEAD - DELIST.07/06/18,OA,702,67,8,558.0,None
3055,US6740012017,OAKTREE CAPITAL GROUP DEAD - DELIST.01/10/19,OAK,175,20,7,888.0,None
1308,US6907421019,OWENS CORNING,OC,1806,64,8,1509.0,None
3059,US67091N1081,OCI PARTNERS DEAD - DELIST.16/07/18,OCIP,44,6,3,584.0,None
1269,US6757466064,OCWEN FINANCIAL,OCN,813,48,11,1509.0,None
1295,LU1092234845,ORION ENGINEERED CARBONS,OEC,57,23,4,1509.0,None
503,US22002T1088,CORPORATE OFFICE PROPS. TST.,OFC,878,29,9,1509.0,None
1270,PR67103X1020,OFG BANCORP,OFG,547,48,8,1509.0,None
1271,US6708371033,OGE ENERGY,OGE,750,57,8,1509.0,None
1294,US68622V1061,ORGANON,OGN,23,12,3,212.0,None
1281,US68235P1084,ONE GAS,OGS,321,15,6,1509.0,None
1277,US6819361006,OMEGA HLTHCR.INVRS.,OHI,941,28,9,1509.0,None
1265,US67098H1041,O I GLASS,OI,709,70,9,1509.0,None
1268,US6752321025,OCEANEERING,OII,714,39,9,1509.0,None
1272,US6780261052,OIL STS.INTL.,OIS,845,36,9,1509.0,None
1285,US6826801036,ONEOK,OKE,1303,53,10,1509.0,None
1275,US6806652052,OLIN,OLN,741,50,8,1509.0,None
1276,US68134L1098,OLO A,OLO,128,16,7,253.0,None
1282,US6824061039,ONE LIBERTY PROPS.,OLP,743,30,7,1509.0,None
1278,US6819191064,OMNICOM GROUP,OMC,1238,36,7,1509.0,None
1284,US68268W1036,ONEMAIN HOLDINGS,OMF,253,33,5,1509.0,None
1307,US6907321029,OWENS & MINOR,OMI,1366,62,8,1509.0,None
3064,US6821291019,OMNOVA SOLUTIONS DEAD - DELIST.01/04/20,OMN,412,33,8,1015.0,None
3065,US6821631008,ON DECK CAPITAL DEAD - DELIST.13/10/20,ONDK,199,23,8,1150.0,None
1297,US68629Y1038,ORION OFFICE REIT,ONL,9,9,1,94.0,None
1280,US68339B1044,ON24,ONTF,63,11,7,282.0,None
1287,US6833441057,ONTO INNOVATION,ONTO,866,57,9,1509.0,None
1288,US6834161019,OOMA,OOMA,329,16,9,1509.0,None
1289,US6837971042,OPPENHEIMER HDG.'A',OPY,141,17,8,1509.0,None
1299,US6866881021,ORMAT TECHNOLOGIES,ORA,440,40,5,1509.0,None
1293,US68571X1037,ORCHID ISLAND CAPITAL,ORC,174,8,5,1509.0,None
1291,US68389X1054,ORACLE,ORCL,1614,38,7,1509.0,None
1274,US6802231042,OLD REPUBLIC INTL.,ORI,389,33,8,1509.0,None
1296,US68628V3087,ORION GROUP HOLDINGS,ORN,210,15,7,1509.0,None
1305,US69036R8631,OVERSEAS SHIPHLDG.GP.'A',OSG,206,26,6,1509.0,None
1266,US67181A1079,OAK STREET HEALTH,OSH,142,17,5,406.0,None
1301,US6882392011,OSHKOSH,OSK,2603,71,9,1509.0,None
1303,US68902V1070,OTIS WORLDWIDE,OTIS,84,12,6,503.0,None
1304,US69007J1060,OUTFRONT MEDIA,OUT,487,26,6,1509.0,None
1306,US69047Q1022,OVINTIV (NYS),OVV,94,21,5,1509.0,None
1309,US69120X1072,OWLET A,OWLT,10,7,2,342.0,None
1310,US6914973093,OXFORD INDUSTRIES,OXM,755,42,7,1509.0,None
1267,US6745991058,OCCIDENTAL PTL.,OXY,1367,61,10,1509.0,None
1318,US6988841036,PAR TECHNOLOGY,PAR,480,31,8,1509.0,None
1317,US69888T2078,PAR PACIFIC HOLDINGS,PARR,476,28,8,1509.0,None
1326,US70432V1026,PAYCOM SOFTWARE,PAYC,437,37,6,1509.0,None
1393,US7436061052,PROSPERITY BCSH.,PB,488,34,8,1509.0,None
1329,US69318G1067,PBF ENERGY CL.A,PBF,342,29,8,1509.0,None
1382,US74112D1019,PRESTIGE CONSUMER HEALTHCARE,PBH,519,53,8,1509.0,None
1363,US7244791007,PITNEY-BOWES,PBI,699,59,7,1509.0,None
1343,US7142361069,PERMIAN BASIN RTY.TST.,PBT,2,1,1,1509.0,None
1349,US69331C1080,PG&E,PCG,5,2,3,1509.0,None
1386,US74275K1088,PROCORE TECHNOLOGIES,PCOR,60,15,6,208.0,None
1357,US7201902068,PIEDMONT OFFE.REAL.TST. 'A',PDM,833,25,7,1509.0,None
3096,US7018771029,PARSLEY ENERGY CLASS A DEAD - DELIST.13/01/21,PE,338,21,8,1213.0,None
865,US42250P1030,HEALTHPEAK PROPERTIES,PEAK,1231,54,10,1509.0,None
1332,US70509V1008,PEBBLEBROOK HOTEL TRUST,PEB,257,11,6,1509.0,None
1399,US7445731067,PUB.SER.ENTER.GP.,PEG,968,27,8,1509.0,None
1334,US7091021078,PENNSYLVANIA REIT.,PEI,833,32,10,1509.0,None
1339,US70975L1070,PENUMBRA,PEN,402,18,8,1509.0,None
3122,US72348P1049,PINNACLE FOODS (NYS) DEAD - DELIST.26/10/18,PF,238,24,7,657.0,None
1348,US7170811035,PFIZER,PFE,1176,66,9,1509.0,None
1340,US71377A1034,PERFORMANCE FOOD GROUP,PFGC,441,32,8,1509.0,None
1395,US74386T1051,PROVIDENT FINL.SVS.,PFS,1140,55,8,1509.0,None
1335,US70932M1071,PENNYMAC FINANCIAL SERVICES,PFSI,463,25,8,1509.0,None
1387,US7427181091,PROCTER & GAMBLE,PG,3378,97,9,1509.0,None
3134,US72941W1009,PLY GEM HOLDINGS DEAD - DELIST.12/04/18,PGEM,52,15,6,519.0,None
1389,US7433151039,PROGRESSIVE OHIO,PGR,1701,57,8,1509.0,None
1320,US69924R1086,PARAMOUNT GROUP,PGRE,25,10,3,1509.0,None
1350,US69336V1017,PGT INNOVATIONS,PGTI,449,34,9,1509.0,None
1323,US7010941042,PARKER-HANNIFIN,PH,2413,74,8,1509.0,None
3118,US6933202029,PHH DEAD - DELIST.04/10/18,PHH,502,42,7,641.0,None
1401,US7458671010,PULTEGROUP,PHM,887,54,9,1509.0,None
1354,US71944F1066,PHREESIA,PHR,275,22,7,672.0,None
1355,US69291A1007,PHX MINERALS A,PHX,395,27,6,1509.0,None
1372,US7310681025,POLARIS INDUSTRIES,PII,958,43,8,1509.0,None
68,US02083X1037,ALPINE INCOME PROPERTY TRUST,PINE,62,11,3,582.0,None
1358,US72341T1034,PING IDENTITY HOLDING,PING,119,15,6,628.0,None
1362,US7240781002,PIPER SANDLER COMPANIES,PIPR,952,50,8,1509.0,None
1364,US69343T1079,PJT PARTNERS CL.A,PJT,58,11,4,1509.0,None
1322,US7005171050,PARK HOTELS & RESORTS,PK,372,23,6,1323.0,None
1321,US70014A1043,PARK AEROSPACE,PKE,125,20,6,1509.0,None
1312,US6951561090,PACKAGING CORP.OF AM.,PKG,682,32,7,1509.0,None
1342,US7140461093,PERKINELMER,PKI,891,43,8,1509.0,None
109,US03272L1089,ANAPLAN,PLAN,230,20,7,862.0,None
1390,US74340W1036,PROLOGIS REIT,PLD,941,36,10,1509.0,None
1365,US72703H1014,PLANET FITNESS CL.A,PLNT,431,23,6,1509.0,None
584,US25960R1059,DOUGLAS DYNAMICS,PLOW,399,21,8,1509.0,None
1369,US7296401026,PLYMOUTH INDUSTRIAL REIT,PLYM,61,9,3,1201.0,None
1351,US7181721090,PHILIP MORRIS INTL.,PM,881,72,7,1509.0,None
1336,US70931T1034,PENNYMAC MGE.INV.TST.,PMT,536,25,5,1509.0,None
1370,US6934751057,PNC FINL.SVS.GP.,PNC,2005,61,8,1509.0,None
1371,US69349H1077,PNM RESOURCES,PNM,758,44,8,1509.0,None
1338,IE00BLS09M33,PENTAIR,PNR,1505,60,8,1509.0,None
1359,US7234841010,PINNACLE WEST CAP.,PNW,1697,57,8,1509.0,None
1366,US7274931085,PLANTRONICS,POLY,1399,55,8,1509.0,None
1373,US7365088472,PORTLAND GEN.ELEC.,POR,651,46,7,1509.0,None
1375,US7374461041,POST HOLDINGS,POST,350,26,8,1509.0,None
1378,US6935061076,PPG INDUSTRIES,PPG,720,41,7,1509.0,None
1385,US74267C1062,PROASSURANCE,PRA,1141,40,10,1509.0,None
1388,US74319R1014,PROG HOLDINGS,PRG,40,14,4,1509.0,None
1345,IE00BGH1M568,PERRIGO,PRGO,622,46,7,1509.0,None
1383,US74164M1080,PRIMERICA,PRI,754,25,8,1509.0,None
1394,US7437131094,PROTO LABS,PRLB,418,31,9,1509.0,None
1384,CA74167P1080,PRIMO WATER,PRMW,937,72,8,1509.0,None
1392,US74346Y1038,PROS HOLDINGS,PRO,583,24,9,1509.0,None
3161,US74349J1034,PROSIGHT GLOBAL DEAD - DELIST.04/08/21,PROS,64,15,8,511.0,None
3112,US7153471005,PERSPECTA DEAD - DELIST.07/05/21,PRSP,116,16,5,743.0,None
1325,US7021491052,PARTY CITY HOLDINGS,PRTY,175,28,6,1509.0,None
1400,US74460D1090,PUBLIC STORAGE,PSA,767,34,8,1509.0,None
1398,US69360J1079,PS BUSINESS PARKS,PSB,681,37,8,1509.0,None
1324,US70202L1026,PARSONS,PSN,121,17,5,721.0,None
1402,US74624M1027,PURE STORAGE CL.A,PSTG,354,25,8,1509.0,None
1376,US73757R1023,POSTAL REALTY TRUST A,PSTL,36,9,4,716.0,None
1352,US7185461040,PHILLIPS 66,PSX,455,29,8,1509.0,None
1391,US74347M1080,PROPETRO HOLDING,PUMP,225,25,6,1259.0,None
1404,US6936561009,PVH,PVH,1411,53,9,1509.0,None
1344,US71425H1005,PERMIANVILLE ROYALTY UNIT,PVL,2,1,1,1509.0,None
1411,US74762E1029,QUANTA SERVICES,PWR,936,52,8,1509.0,None
1377,US73939C1062,POWERSCHOOL HOLDINGS A,PWSC,12,11,1,161.0,None
1311,US69376K1060,P10 A,PX,20,5,2,1221.0,None
1361,US7237871071,PIONEER NTRL.RES.,PXD,1761,60,8,1509.0,None
1405,US74731Q1031,PZENA INV.MAN.CL.A,PZN,134,20,7,1509.0,None
3174,US7475451016,QUALITY CARE PROPERTIES DEAD - DELIST.27/07/18,QCP,18,9,2,444.0,None
3172,US74733V1008,QEP RESOURCES (NYS) DEAD - DELIST.17/03/21,QEP,345,29,8,1256.0,None
3176,US74875T1034,QUINTANA ENERGY SERVICES DEAD - DELIST.28/07/20,QES,123,13,6,619.0,None
1445,CA76131D1033,RESTAURANT BRANDS (NYS) INTL.,QSR,338,38,8,1509.0,None
1406,US74736L1098,Q2 HOLDINGS,QTWO,893,36,7,1509.0,None
1408,US7473011093,QUAD/GRAPHICS CLASS A,QUAD,528,34,10,1509.0,None
1415,US7491191034,QUOTIENT TECHNOLOGY,QUOT,481,25,8,1509.0,None
1478,US7835491082,RYDER SYSTEM,R,1381,51,8,1509.0,None
1457,US7677548726,RITE AID,RAD,675,62,8,1509.0,None
1069,US53815P1084,LIVERAMP HOLDINGS,RAMP,1040,54,9,1509.0,None
1456,CA7677441056,RITCHIE BROS (NYS) AUCTIONEERS,RBA,238,18,8,1509.0,None
1462,US7710491033,ROBLOX A,RBLX,138,20,6,258.0,None
1427,US75574U1016,READY CAPITAL,RC,125,26,5,1509.0,None
1471,LR0008862868,ROYAL CARIBBEAN GROUP,RCL,1261,43,8,1509.0,None
140,US03969F1093,ARCUS BIOSCIENCES,RCUS,83,19,6,1009.0,None
3231,GB00B6SLMV12,ROWAN COMPANIES CL.A DEAD - DELIST.11/04/19,RDC,698,51,9,770.0,None
1416,US7502361014,RADIAN GP.,RDN,572,41,9,1509.0,None
685,BMG3223R1088,EVEREST RE GP.,RE,780,29,7,1509.0,None
3200,US76116A3068,RESOLUTE ENERGY DEAD - DELIST.01/03/19,REN,318,30,8,741.0,None
1472,US7496601060,RPC,RES,476,15,7,1509.0,None
2605,US35904G1076,FRONT YARD RESIDENTIAL DEAD - DELIST.12/01/21,RESI,158,21,8,1212.0,None
1448,US7615256093,REVLON 'A',REV,279,35,9,1509.0,None
1447,US7495271071,REV GROUP,REVG,114,21,6,1293.0,None
1450,US7616241052,REX AMERICAN RESOURCES,REX,613,13,7,1509.0,None
1451,US76169C1009,REXFORD INDUSTRIAL REAL.,REXR,154,16,8,1509.0,None
1442,US76118Y1047,RESIDEO TECHNOLOGIES,REZI,236,24,5,861.0,None
1433,US7591EP1005,REGIONS FINL.NEW,RF,1026,85,9,1509.0,None
1417,US75062E1064,RAFAEL HOLDINGS B,RFL,29,12,3,1001.0,None
1444,US76117W1099,RESOLUTE FOREST PRODUCTS,RFP,565,43,8,1509.0,None
1435,US7593516047,REINSURANCE GROUP OF AM.,RGA,647,45,8,1509.0,None
3192,US7587661098,REGAL ENTM.GP. 'A' DEAD - DELIST.01/03/18,RGC,535,18,9,490.0,None
1616,US8641591081,STURM RUGER & CO,RGR,726,29,8,1509.0,None
1434,US7589321071,REGIS,RGS,1131,66,8,1509.0,None
1452,US74967X1037,RH,RH,300,22,8,1509.0,None
1461,US7703231032,ROBERT HALF INTL.,RHI,729,17,8,1509.0,None
1481,US78377T1079,RYMAN HOSPITALITY PROPS.,RHP,782,37,7,1509.0,None
3189,US7565771026,RED HAT DEAD - DELIST.09/07/19,RHT,1510,35,7,830.0,None
1712,CH0048265513,TRANSOCEAN,RIG,386,39,8,1509.0,None
1422,US7547301090,RAYMOND JAMES FINL.,RJF,1678,52,11,1509.0,None
1464,KYG7614L1095,ROCKLEY PHOTONICS HOLDINGS,RKLY,6,5,3,638.0,None
1428,US75605Y1064,REALOGY HOLDINGS,RLGY,808,38,9,1509.0,None
3190,US7567641060,RED LION HOTELS DEAD - DELIST.18/03/21,RLH,933,50,9,1257.0,None
1458,US7496071074,RLI,RLI,837,36,8,1509.0,None
1459,US74965L1017,RLJ LODGING TRUST,RLJ,737,15,5,1509.0,None
1432,US75902K1060,REGIONAL MANAGEMENT,RM,337,36,7,1509.0,None
1426,US75524W1080,RE/MAX HOLDINGS CL.A,RMAX,294,28,8,1509.0,None
1443,US7611521078,RESMED,RMD,1910,34,9,1509.0,None
3210,US7628191006,RICE MIDSTREAM PARTNERS DEAD - DELIST.23/07/18,RMP,42,10,5,590.0,None
1438,BMG7496G1033,RENAISSANCERE HDG.,RNR,1442,44,8,1509.0,None
3220,US7697551098,ROAN RESOURCES A DEAD - DELIST.06/12/19,ROAN,18,12,4,688.0,None
1466,US7751331015,ROGERS,ROG,1403,59,9,1509.0,None
1465,US7739031091,ROCKWELL AUTOMATION,ROK,2327,67,9,1509.0,None
1468,US7757111049,ROLLINS,ROL,493,18,8,1509.0,None
1470,US7766961061,ROPER TECHNOLOGIES,ROP,947,34,8,1509.0,None
3201,US76131V2025,RETAIL PROPS.OF AMERICA DEAD - DELIST.23/10/21,RPAI,261,20,7,1409.0,None
1473,US7496851038,RPM INTERNATIONAL,RPM,1030,43,8,1509.0,None
1474,US74971D1019,RPT REALTY,RPT,521,33,8,1509.0,None
1419,US75281A1097,RANGE RES.,RRC,1364,35,8,1509.0,None
1431,US7587501039,REGAL REXNORD,RRX,640,49,9,1509.0,None
