"Date","Price","Open","High","Low","Vol.","Change %"
"16 Jan 2020","21,380.4","21,322.8","21,381.3","21,309.3","","0.63%"
"15 Jan 2020","21,245.6","21,199.3","21,301.1","21,197.6","","0.12%"
"14 Jan 2020","21,220.8","21,201.5","21,268.3","21,173.3","","-0.03%"
"13 Jan 2020","21,227.1","21,130.5","21,227.1","21,108.3","","0.61%"
"10 Jan 2020","21,098.9","21,189.8","21,195.2","21,074.1","","-0.28%"
"09 Jan 2020","21,158.8","21,123.6","21,169.2","21,102.0","","0.48%"
"08 Jan 2020","21,057.0","21,000.0","21,136.1","20,999.6","","0.26%"
"07 Jan 2020","21,001.9","21,021.0","21,039.6","20,974.7","","-0.30%"
"06 Jan 2020","21,066.1","20,938.7","21,068.3","20,930.8","","0.18%"
"03 Jan 2020","21,027.2","20,967.4","21,077.8","20,957.9","","-0.60%"
"02 Jan 2020","21,154.0","21,108.9","21,155.4","21,040.9","","0.66%"
"31 Dec 2019","21,015.8","20,924.1","21,019.8","20,911.8","","0.27%"
"30 Dec 2019","20,958.5","21,071.7","21,074.4","20,941.2","","-0.46%"
"27 Dec 2019","21,055.9","21,105.1","21,107.8","21,031.7","","0.03%"
"26 Dec 2019","21,048.7","21,004.9","21,050.4","20,980.4","","0.34%"
"24 Dec 2019","20,977.3","20,989.7","20,989.7","20,962.9","","-0.03%"
"23 Dec 2019","20,983.2","20,992.3","20,995.4","20,966.0","","0.08%"
"20 Dec 2019","20,966.9","20,879.4","21,005.0","20,879.4","","0.42%"
"19 Dec 2019","20,879.4","20,833.9","20,890.6","20,829.6","","0.25%"
"18 Dec 2019","20,827.9","20,837.0","20,858.9","20,814.3","","0.04%"
"17 Dec 2019","20,820.4","20,819.3","20,847.8","20,809.1","","0.01%"
"16 Dec 2019","20,819.3","20,797.8","20,865.6","20,797.8","","0.72%"
"13 Dec 2019","20,670.8","20,689.3","20,786.5","20,607.6","","0.02%"
"12 Dec 2019","20,666.8","20,500.8","20,708.6","20,491.0","","0.88%"
"11 Dec 2019","20,487.2","20,447.7","20,502.8","20,438.6","","0.26%"
"10 Dec 2019","20,434.6","20,442.7","20,478.5","20,399.7","","-0.07%"
"09 Dec 2019","20,448.2","20,471.9","20,516.3","20,448.2","","-0.24%"
"06 Dec 2019","20,496.7","20,385.2","20,532.5","20,385.2","","0.79%"
"05 Dec 2019","20,335.6","20,312.1","20,349.0","20,255.2","","0.20%"
"04 Dec 2019","20,294.3","20,206.7","20,334.2","20,206.7","","0.70%"
"03 Dec 2019","20,154.1","20,217.4","20,217.4","20,024.7","","-0.61%"
"02 Dec 2019","20,277.2","20,436.5","20,436.5","20,269.5","","-0.71%"
"29 Nov 2019","20,422.4","20,501.4","20,516.6","20,410.8","","-0.44%"
"27 Nov 2019","20,511.7","20,467.3","20,517.4","20,444.7","","0.37%"
"26 Nov 2019","20,435.5","20,394.5","20,442.9","20,365.2","","0.20%"
"25 Nov 2019","20,394.5","20,293.7","20,396.6","20,293.7","","0.70%"
"22 Nov 2019","20,253.4","20,255.4","20,269.6","20,198.4","","0.26%"
"21 Nov 2019","20,201.3","20,220.7","20,237.7","20,142.0","","-0.09%"
"20 Nov 2019","20,219.1","20,290.0","20,290.0","20,130.9","","-0.35%"
"19 Nov 2019","20,289.4","20,326.2","20,352.4","20,262.8","","-0.12%"
"18 Nov 2019","20,313.4","20,321.1","20,334.8","20,283.9","","-0.06%"
"15 Nov 2019","20,326.1","20,236.3","20,326.1","20,226.8","","0.77%"
"14 Nov 2019","20,170.5","20,151.0","20,178.3","20,102.5","","0.10%"
"13 Nov 2019","20,151.0","20,154.1","20,174.7","20,061.6","","-0.02%"
"12 Nov 2019","20,154.1","20,165.9","20,231.8","20,122.6","","0.00%"
"11 Nov 2019","20,154.0","20,092.5","20,165.4","20,072.2","","-0.15%"
"08 Nov 2019","20,183.7","20,157.2","20,183.7","20,087.1","","0.12%"
"07 Nov 2019","20,160.2","20,132.2","20,222.3","20,132.2","","0.37%"
"06 Nov 2019","20,085.0","20,064.3","20,104.9","20,036.9","","0.09%"
"05 Nov 2019","20,066.5","20,109.5","20,134.5","20,041.6","","-0.12%"
"04 Nov 2019","20,090.3","20,042.1","20,138.4","20,042.1","","0.42%"
"01 Nov 2019","20,007.0","19,813.7","20,007.1","19,813.7","","0.99%"
"31 Oct 2019","19,811.5","19,920.1","19,920.1","19,727.6","","-0.53%"
"30 Oct 2019","19,918.0","19,871.7","19,924.9","19,781.1","","0.27%"
"29 Oct 2019","19,863.8","19,829.0","19,908.4","19,783.9","","0.18%"
"28 Oct 2019","19,828.7","19,768.3","19,884.0","19,768.3","","0.31%"
"25 Oct 2019","19,768.3","19,708.4","19,805.0","19,680.8","","0.21%"
"24 Oct 2019","19,726.8","19,725.3","19,778.3","19,673.3","","0.03%"
"23 Oct 2019","19,719.9","19,663.3","19,720.4","19,641.5","","0.33%"
"22 Oct 2019","19,654.4","19,692.3","19,757.7","19,651.7","","-0.12%"
"21 Oct 2019","19,678.6","19,573.6","19,683.5","19,573.6","","0.63%"
"18 Oct 2019","19,554.8","19,594.3","19,611.2","19,502.2","","-0.25%"
"17 Oct 2019","19,603.2","19,585.7","19,662.2","19,575.6","","0.35%"
"16 Oct 2019","19,534.9","19,538.9","19,585.0","19,510.6","","-0.08%"
"15 Oct 2019","19,550.4","19,385.3","19,608.8","19,385.3","","0.85%"
"14 Oct 2019","19,385.3","19,419.7","19,419.7","19,367.0","","-0.24%"
"11 Oct 2019","19,431.4","19,189.6","19,579.3","19,189.6","","1.27%"
"10 Oct 2019","19,187.0","19,074.5","19,242.4","19,062.3","","0.60%"
"09 Oct 2019","19,072.3","18,951.2","19,131.3","18,951.2","","0.83%"
"08 Oct 2019","18,915.0","19,077.6","19,086.7","18,913.1","","-1.46%"
"07 Oct 2019","19,195.2","19,265.9","19,313.6","19,181.5","","-0.42%"
"04 Oct 2019","19,275.9","19,080.8","19,281.3","19,080.8","","1.15%"
"03 Oct 2019","19,056.8","18,908.3","19,059.5","18,750.7","","0.64%"
"02 Oct 2019","18,935.7","19,141.7","19,141.7","18,858.7","","-1.77%"
"01 Oct 2019","19,276.1","19,530.5","19,580.7","19,259.6","","-1.30%"
"30 Sept 2019","19,530.4","19,481.2","19,579.9","19,481.2","","0.26%"
"27 Sept 2019","19,479.4","19,564.7","19,624.6","19,391.6","","-0.41%"
"26 Sept 2019","19,559.5","19,578.5","19,608.9","19,494.3","","-0.06%"
"25 Sept 2019","19,570.8","19,506.7","19,592.4","19,428.9","","0.36%"
"24 Sept 2019","19,501.4","19,644.6","19,705.0","19,455.2","","-0.70%"
"23 Sept 2019","19,639.6","19,641.1","19,678.8","19,571.6","","-0.06%"
"20 Sept 2019","19,651.4","19,733.8","19,767.9","19,623.3","","-0.13%"
"19 Sept 2019","19,677.4","19,695.2","19,777.7","19,662.3","","-0.05%"
"18 Sept 2019","19,687.0","19,673.4","19,697.1","19,545.5","","-0.09%"
"17 Sept 2019","19,705.0","19,641.2","19,705.3","19,620.4","","0.18%"
"16 Sept 2019","19,669.6","19,710.5","19,710.5","19,627.3","","-0.12%"
"13 Sept 2019","19,693.5","19,733.6","19,764.4","19,672.1","","0.09%"
"12 Sept 2019","19,675.0","19,642.7","19,727.5","19,593.6","","0.27%"
"11 Sept 2019","19,622.4","19,511.0","19,622.5","19,471.1","","0.69%"
"10 Sept 2019","19,487.8","19,435.6","19,487.8","19,347.9","","0.26%"
"09 Sept 2019","19,437.3","19,459.1","19,459.1","19,383.4","","0.22%"
"06 Sept 2019","19,394.7","19,394.4","19,435.3","19,367.8","","0.13%"
"05 Sept 2019","19,369.9","19,181.1","19,438.2","19,181.1","","0.98%"
"04 Sept 2019","19,181.1","19,120.5","19,182.0","19,105.8","","1.06%"
"03 Sept 2019","18,980.3","19,067.9","19,067.9","18,886.4","","-0.57%"
"30 Aug 2019","19,088.8","19,061.0","19,161.7","19,013.5","","0.27%"
"29 Aug 2019","19,036.8","18,965.3","19,064.5","18,938.2","","1.17%"
"28 Aug 2019","18,816.7","18,677.8","18,834.1","18,614.2","","0.70%"
"27 Aug 2019","18,685.6","18,838.5","18,875.6","18,648.9","","-0.36%"
"26 Aug 2019","18,753.6","18,599.0","18,768.6","18,599.0","","0.84%"
"23 Aug 2019","18,596.8","18,939.5","19,037.4","18,528.5","","-2.14%"
"22 Aug 2019","19,003.8","19,057.1","19,096.7","18,919.0","","-0.06%"
"21 Aug 2019","19,015.6","19,008.6","19,039.0","18,986.1","","0.78%"
"20 Aug 2019","18,868.9","19,000.4","19,000.4","18,866.8","","-0.69%"
"19 Aug 2019","19,000.4","19,000.2","19,046.2","18,971.9","","0.87%"
"16 Aug 2019","18,837.4","18,622.6","18,863.4","18,622.6","","1.40%"
"15 Aug 2019","18,577.7","18,540.9","18,623.8","18,452.4","","0.38%"
"14 Aug 2019","18,507.6","18,950.0","18,950.0","18,506.6","","-2.78%"
"13 Aug 2019","19,037.7","18,835.2","19,134.8","18,780.2","","1.10%"
"12 Aug 2019","18,829.9","18,983.0","18,983.0","18,784.1","","-1.26%"
"09 Aug 2019","19,069.3","19,189.5","19,189.5","18,981.4","","-0.62%"
"08 Aug 2019","19,187.4","18,881.5","19,196.9","18,881.5","","1.62%"
"07 Aug 2019","18,881.5","18,873.4","18,926.8","18,554.7","","0.04%"
"06 Aug 2019","18,874.0","18,678.5","18,883.8","18,676.5","","1.05%"
"05 Aug 2019","18,678.2","19,188.8","19,189.7","18,544.4","","-2.66%"
"02 Aug 2019","19,188.8","19,310.4","19,310.4","19,080.6","","-0.62%"
"01 Aug 2019","19,308.5","19,524.3","19,657.4","19,264.1","","-1.11%"
"31 Jul 2019","19,524.3","19,704.5","19,719.4","19,394.9","","-0.91%"
"30 Jul 2019","19,703.8","19,756.9","19,756.9","19,614.7","","-0.26%"
"29 Jul 2019","19,755.0","19,774.2","19,794.7","19,740.2","","-0.10%"
"26 Jul 2019","19,773.9","19,674.7","19,786.7","19,674.7","","0.50%"
"25 Jul 2019","19,674.7","19,772.8","19,772.8","19,640.7","","-0.50%"
"24 Jul 2019","19,772.7","19,715.9","19,773.7","19,663.2","","0.30%"
"23 Jul 2019","19,714.5","19,583.6","19,722.7","19,583.6","","0.67%"
"22 Jul 2019","19,583.0","19,593.0","19,627.4","19,549.9","","-0.01%"
"19 Jul 2019","19,585.8","19,670.6","19,724.7","19,585.8","","-0.43%"
"18 Jul 2019","19,669.7","19,581.8","19,688.4","19,551.2","","0.38%"
"17 Jul 2019","19,595.0","19,707.3","19,716.6","19,594.5","","-0.57%"
"16 Jul 2019","19,707.1","19,763.5","19,778.6","19,693.1","","-0.29%"
"15 Jul 2019","19,763.6","19,765.6","19,796.4","19,743.9","","-0.01%"
"12 Jul 2019","19,765.3","19,713.2","19,768.8","19,712.1","","0.28%"
"11 Jul 2019","19,709.6","19,671.6","19,728.9","19,637.6","","0.20%"
"10 Jul 2019","19,671.0","19,618.3","19,742.5","19,618.3","","0.28%"
"09 Jul 2019","19,616.4","19,631.8","19,631.8","19,549.3","","-0.05%"
"08 Jul 2019","19,625.8","19,720.8","19,720.8","19,609.3","","-0.48%"
"05 Jul 2019","19,719.9","19,681.1","19,731.7","19,576.5","","-0.21%"
"03 Jul 2019","19,761.1","19,630.8","19,761.2","19,630.8","","0.68%"
"02 Jul 2019","19,627.3","19,590.3","19,628.0","19,556.5","","0.19%"
"01 Jul 2019","19,590.1","19,473.2","19,685.8","19,473.2","","0.60%"
"28 Jun 2019","19,472.8","19,347.2","19,481.8","19,347.2","","0.66%"
"27 Jun 2019","19,345.5","19,266.0","19,361.8","19,266.0","","0.45%"
"26 Jun 2019","19,259.4","19,296.2","19,357.6","19,259.4","","-0.19%"
"25 Jun 2019","19,296.2","19,420.5","19,427.2","19,293.5","","-0.64%"
"24 Jun 2019","19,420.4","19,461.1","19,482.5","19,414.4","","-0.18%"
"21 Jun 2019","19,456.0","19,487.5","19,528.1","19,442.0","","-0.26%"
"20 Jun 2019","19,506.7","19,316.6","19,526.5","19,316.6","","0.99%"
"19 Jun 2019","19,314.9","19,270.5","19,342.3","19,246.8","","0.36%"
"18 Jun 2019","19,244.8","19,140.4","19,309.4","19,140.4","","1.04%"
"17 Jun 2019","19,046.7","19,067.8","19,095.3","19,037.8","","-0.09%"
"14 Jun 2019","19,063.9","19,096.2","19,102.3","19,035.0","","-0.30%"
"13 Jun 2019","19,121.5","19,105.0","19,142.7","19,063.4","","0.37%"
"12 Jun 2019","19,051.3","19,070.7","19,101.6","19,032.6","","-0.22%"
"11 Jun 2019","19,094.1","19,173.4","19,223.5","19,054.7","","0.10%"
"10 Jun 2019","19,074.9","19,103.9","19,160.8","19,069.4","","0.28%"
"07 Jun 2019","19,021.0","18,960.7","19,093.9","18,960.7","","0.73%"
"06 Jun 2019","18,883.2","18,816.8","18,935.4","18,779.6","","0.51%"
"05 Jun 2019","18,788.0","18,777.1","18,793.3","18,662.1","","0.44%"
"04 Jun 2019","18,705.6","18,379.8","18,711.3","18,379.8","","1.78%"
"03 Jun 2019","18,378.2","18,298.8","18,424.3","18,275.8","","0.63%"
"31 May 2019","18,262.4","18,286.7","18,342.8","18,223.6","","-1.01%"
"30 May 2019","18,449.5","18,462.7","18,532.3","18,391.6","","0.08%"
"29 May 2019","18,435.2","18,453.1","18,463.3","18,320.5","","-0.64%"
"28 May 2019","18,553.3","18,749.4","18,795.5","18,551.2","","-0.92%"
"24 May 2019","18,724.7","18,745.8","18,778.4","18,662.1","","0.46%"
"23 May 2019","18,638.1","18,704.1","18,704.1","18,543.3","","-1.14%"
"22 May 2019","18,853.8","18,869.0","18,900.7","18,823.5","","-0.38%"
"21 May 2019","18,925.7","18,847.3","18,943.3","18,847.3","","0.83%"
"20 May 2019","18,770.1","18,768.4","18,847.0","18,719.1","","-0.31%"
"17 May 2019","18,829.2","18,821.4","18,968.3","18,807.6","","-0.62%"
"16 May 2019","18,947.2","18,854.6","19,040.3","18,854.6","","0.74%"
"15 May 2019","18,807.2","18,669.5","18,851.9","18,619.6","","0.27%"
"14 May 2019","18,756.5","18,668.8","18,855.3","18,666.7","","0.76%"
"13 May 2019","18,614.7","18,749.2","18,749.2","18,545.7","","-2.03%"
"10 May 2019","19,001.3","18,873.4","19,049.0","18,677.0","","0.47%"
"09 May 2019","18,912.9","18,827.2","18,941.3","18,705.6","","-0.23%"
"08 May 2019","18,956.8","18,957.2","19,057.8","18,929.6","","-0.09%"
"07 May 2019","18,973.9","19,129.1","19,129.1","18,862.1","","-1.52%"
"06 May 2019","19,267.4","19,358.3","19,358.3","19,080.9","","-0.45%"
"03 May 2019","19,354.5","19,264.6","19,364.3","19,264.6","","0.85%"
"02 May 2019","19,191.5","19,205.6","19,252.5","19,089.1","","-0.12%"
"01 May 2019","19,214.6","19,392.6","19,397.1","19,212.8","","-0.88%"
"30 Apr 2019","19,384.3","19,335.2","19,393.8","19,248.2","","0.41%"
"29 Apr 2019","19,305.2","19,282.4","19,348.2","19,279.5","","0.14%"
"26 Apr 2019","19,278.1","19,177.9","19,278.3","19,158.9","","0.61%"
"25 Apr 2019","19,161.4","19,152.7","19,201.3","19,068.2","","-0.29%"
"24 Apr 2019","19,217.2","19,279.9","19,279.9","19,197.8","","-0.32%"
"23 Apr 2019","19,278.9","19,164.4","19,304.4","19,155.7","","0.62%"
"22 Apr 2019","19,159.3","19,138.7","19,168.9","19,118.5","","-0.06%"
"18 Apr 2019","19,171.2","19,155.6","19,195.0","19,092.8","","0.12%"
"17 Apr 2019","19,147.5","19,262.1","19,278.8","19,124.3","","-0.34%"
"16 Apr 2019","19,212.5","19,263.0","19,287.6","19,185.8","","-0.03%"
"15 Apr 2019","19,219.1","19,252.6","19,258.5","19,189.2","","-0.09%"
"12 Apr 2019","19,237.3","19,216.7","19,275.0","19,190.6","","0.65%"
"11 Apr 2019","19,112.8","19,121.0","19,147.4","19,067.1","","0.00%"
"10 Apr 2019","19,112.9","19,083.2","19,129.0","19,061.7","","0.30%"
"09 Apr 2019","19,055.5","19,118.3","19,118.3","19,032.8","","-0.69%"
"08 Apr 2019","19,187.8","19,164.7","19,187.8","19,107.1","","0.13%"
"05 Apr 2019","19,163.2","19,106.4","19,163.5","19,092.8","","0.46%"
"04 Apr 2019","19,075.6","19,023.1","19,081.2","19,001.7","","0.30%"
"03 Apr 2019","19,018.6","18,997.0","19,091.1","18,974.5","","0.11%"
"02 Apr 2019","18,996.8","19,028.5","19,030.5","18,945.9","","-0.13%"
"01 Apr 2019","19,021.7","18,932.5","19,033.4","18,929.1","","1.10%"
"29 Mar 2019","18,814.7","18,807.1","18,826.1","18,737.0","","0.52%"
"28 Mar 2019","18,718.2","18,671.8","18,730.8","18,604.5","","0.36%"
"27 Mar 2019","18,651.2","18,715.7","18,756.1","18,545.3","","-0.39%"
"26 Mar 2019","18,724.0","18,660.5","18,770.5","18,631.5","","0.84%"
"25 Mar 2019","18,567.4","18,553.8","18,648.1","18,493.9","","-0.02%"
"22 Mar 2019","18,571.5","18,823.1","18,834.3","18,562.4","","-1.89%"
"21 Mar 2019","18,929.3","18,746.3","18,960.3","18,744.4","","0.66%"
"20 Mar 2019","18,804.4","18,877.5","18,936.4","18,742.2","","-0.47%"
"19 Mar 2019","18,893.9","18,990.7","19,033.2","18,846.8","","-0.16%"
"18 Mar 2019","18,923.8","18,851.1","18,931.8","18,842.5","","0.52%"
"15 Mar 2019","18,826.4","18,772.0","18,876.4","18,770.1","","0.45%"
"14 Mar 2019","18,742.0","18,754.8","18,779.3","18,708.4","","-0.07%"
"13 Mar 2019","18,755.6","18,677.8","18,800.9","18,677.8","","0.74%"
"12 Mar 2019","18,618.8","18,609.8","18,661.2","18,601.3","","0.18%"
"11 Mar 2019","18,586.1","18,391.7","18,590.1","18,391.7","","1.18%"
"08 Mar 2019","18,369.4","18,294.8","18,374.1","18,253.1","","-0.22%"
"07 Mar 2019","18,409.2","18,512.9","18,513.9","18,357.4","","-0.71%"
"06 Mar 2019","18,541.7","18,666.6","18,668.5","18,528.7","","-0.68%"
"05 Mar 2019","18,669.2","18,689.5","18,706.6","18,634.4","","-0.10%"
"04 Mar 2019","18,687.5","18,823.1","18,835.7","18,540.4","","-0.47%"
"01 Mar 2019","18,775.1","18,771.4","18,833.8","18,693.6","","0.45%"
"28 Feb 2019","18,690.8","18,729.9","18,741.6","18,687.3","","-0.31%"
"27 Feb 2019","18,749.7","18,736.4","18,773.7","18,672.8","","0.04%"
"26 Feb 2019","18,741.8","18,740.0","18,804.9","18,723.8","","-0.10%"
"25 Feb 2019","18,761.5","18,829.8","18,864.1","18,757.2","","0.06%"
"22 Feb 2019","18,750.6","18,691.3","18,758.8","18,676.2","","0.58%"
"21 Feb 2019","18,642.1","18,675.0","18,681.3","18,580.4","","-0.38%"
"20 Feb 2019","18,712.7","18,644.7","18,745.0","18,639.4","","0.36%"
"19 Feb 2019","18,645.3","18,555.7","18,687.4","18,544.9","","0.21%"
"15 Feb 2019","18,607.0","18,459.3","18,607.5","18,459.3","","1.32%"
"14 Feb 2019","18,364.4","18,337.9","18,441.5","18,280.4","","-0.22%"
"13 Feb 2019","18,404.4","18,386.7","18,457.5","18,371.3","","0.30%"
"12 Feb 2019","18,349.1","18,242.7","18,375.4","18,242.7","","1.15%"
"11 Feb 2019","18,140.5","18,150.7","18,173.3","18,106.6","","0.05%"
"08 Feb 2019","18,131.8","18,073.8","18,132.2","17,976.2","","-0.01%"
"07 Feb 2019","18,132.8","18,207.1","18,210.1","18,015.0","","-0.82%"
"06 Feb 2019","18,282.9","18,292.9","18,319.4","18,258.6","","-0.24%"
"05 Feb 2019","18,326.3","18,297.9","18,331.7","18,252.7","","0.38%"
"04 Feb 2019","18,257.7","18,159.9","18,258.1","18,090.7","","0.43%"
"01 Feb 2019","18,180.5","18,154.8","18,211.2","18,117.8","","0.26%"
"31 Jan 2019","18,132.9","18,020.8","18,156.7","17,981.3","","0.65%"
"30 Jan 2019","18,015.8","17,879.7","18,080.9","17,841.6","","1.10%"
"29 Jan 2019","17,819.3","17,804.0","17,855.8","17,768.6","","0.21%"
"28 Jan 2019","17,781.2","17,745.2","17,783.3","17,662.9","","-0.51%"
"25 Jan 2019","17,872.7","17,842.0","17,927.6","17,841.4","","0.82%"
"24 Jan 2019","17,728.0","17,693.7","17,755.5","17,639.0","","0.07%"
"23 Jan 2019","17,714.8","17,749.6","17,794.5","17,576.1","","0.18%"
"22 Jan 2019","17,682.2","17,794.2","17,794.2","17,596.0","","-1.25%"
"18 Jan 2019","17,906.1","17,786.9","17,925.1","17,771.4","","1.31%"
"17 Jan 2019","17,673.9","17,496.0","17,731.4","17,479.2","","0.74%"
"16 Jan 2019","17,544.1","17,510.7","17,598.0","17,507.7","","0.33%"
"15 Jan 2019","17,486.2","17,382.2","17,499.1","17,382.2","","0.59%"
"14 Jan 2019","17,383.3","17,360.3","17,427.3","17,304.4","","-0.40%"
"11 Jan 2019","17,453.3","17,392.6","17,458.6","17,326.6","","0.07%"
"10 Jan 2019","17,440.5","17,281.7","17,446.8","17,237.9","","0.52%"
"09 Jan 2019","17,350.7","17,303.9","17,399.7","17,253.4","","0.57%"
"08 Jan 2019","17,253.1","17,202.5","17,270.1","17,110.5","","0.96%"
"07 Jan 2019","17,089.4","16,991.3","17,196.9","16,936.8","","0.63%"
"04 Jan 2019","16,982.4","16,645.3","17,020.2","16,645.3","","3.06%"
"03 Jan 2019","16,477.4","16,706.0","16,706.0","16,446.5","","-1.68%"
"02 Jan 2019","16,758.5","16,563.8","16,794.9","16,494.1","","0.08%"
"31 Dec 2018","16,745.0","16,691.8","16,750.6","16,592.2","","0.75%"
"28 Dec 2018","16,619.8","16,697.7","16,808.1","16,559.4","","0.08%"
"27 Dec 2018","16,606.4","16,307.0","16,606.4","16,087.8","","0.74%"
"26 Dec 2018","16,483.8","15,891.4","16,484.5","15,776.9","","4.04%"
"24 Dec 2018","15,843.8","16,147.5","16,176.4","15,843.8","","-2.41%"
"21 Dec 2018","16,235.4","16,474.4","16,716.9","16,200.9","","-1.66%"
"20 Dec 2018","16,508.9","16,678.9","16,761.8","16,367.9","","-1.31%"
"19 Dec 2018","16,727.7","16,975.3","17,177.3","16,641.2","","-1.12%"
"18 Dec 2018","16,917.4","17,052.7","17,133.6","16,840.4","","-0.26%"
"17 Dec 2018","16,960.7","17,231.3","17,285.2","16,884.2","","-1.89%"
"14 Dec 2018","17,288.2","17,420.6","17,475.0","17,247.8","","-1.49%"
"13 Dec 2018","17,550.5","17,609.5","17,661.1","17,486.7","","-0.05%"
"12 Dec 2018","17,558.4","17,616.8","17,752.2","17,556.3","","0.70%"
"11 Dec 2018","17,436.6","17,616.1","17,706.2","17,355.8","","-0.24%"
"10 Dec 2018","17,477.7","17,526.8","17,550.8","17,194.4","","-0.44%"
"07 Dec 2018","17,554.6","17,870.5","17,976.4","17,489.7","","-1.65%"
"06 Dec 2018","17,849.3","17,700.9","17,849.5","17,420.8","","-0.61%"
"04 Dec 2018","17,958.8","18,448.2","18,468.2","17,944.9","","-2.82%"
"03 Dec 2018","18,480.2","18,517.4","18,549.6","18,366.8","","0.96%"
"30 Nov 2018","18,303.7","18,179.5","18,313.8","18,158.7","","0.57%"
"29 Nov 2018","18,199.3","18,192.9","18,293.7","18,121.4","","-0.20%"
"28 Nov 2018","18,236.0","17,954.2","18,237.2","17,878.8","","1.89%"
"27 Nov 2018","17,897.8","17,820.5","17,901.2","17,785.4","","0.06%"
"26 Nov 2018","17,887.7","17,784.3","17,914.1","17,784.3","","1.22%"
"23 Nov 2018","17,672.2","17,669.9","17,746.9","17,643.6","","-0.71%"
"21 Nov 2018","17,798.9","17,777.3","17,915.3","17,777.3","","0.63%"
"20 Nov 2018","17,687.3","17,847.8","17,852.6","17,639.4","","-1.88%"
"19 Nov 2018","18,026.4","18,183.8","18,212.7","17,957.9","","-0.96%"
"16 Nov 2018","18,200.7","18,096.7","18,249.8","18,066.2","","0.32%"
"15 Nov 2018","18,142.2","17,927.4","18,168.1","17,826.0","","0.75%"
"14 Nov 2018","18,007.1","18,188.2","18,242.1","17,895.0","","-0.41%"
"13 Nov 2018","18,082.1","18,126.9","18,255.0","18,042.4","","-0.12%"
"12 Nov 2018","18,103.9","18,359.5","18,367.2","18,085.3","","-1.55%"
"09 Nov 2018","18,388.5","18,430.8","18,442.9","18,292.5","","-0.64%"
"08 Nov 2018","18,507.4","18,543.1","18,586.6","18,446.2","","-0.40%"
"07 Nov 2018","18,582.3","18,414.8","18,586.6","18,372.8","","1.60%"
"06 Nov 2018","18,290.4","18,193.5","18,294.3","18,190.2","","0.45%"
"05 Nov 2018","18,208.2","18,120.4","18,247.0","18,120.4","","0.83%"
"02 Nov 2018","18,057.5","18,187.8","18,245.3","17,923.4","","-0.27%"
"01 Nov 2018","18,106.4","17,888.9","18,116.4","17,888.9","","1.22%"
"31 Oct 2018","17,888.1","17,874.3","18,031.7","17,874.3","","0.65%"
"30 Oct 2018","17,773.0","17,526.3","17,786.5","17,513.3","","1.58%"
"29 Oct 2018","17,496.9","17,704.9","17,843.2","17,317.9","","-0.29%"
"26 Oct 2018","17,547.2","17,590.8","17,701.8","17,357.9","","-1.17%"
"25 Oct 2018","17,754.9","17,615.3","17,856.1","17,570.9","","1.25%"
"24 Oct 2018","17,536.3","17,982.6","18,005.8","17,517.8","","-2.58%"
"23 Oct 2018","18,000.8","17,924.0","18,082.9","17,738.6","","-0.70%"
"22 Oct 2018","18,127.9","18,273.5","18,296.4","18,097.5","","-0.66%"
"19 Oct 2018","18,248.3","18,266.5","18,396.8","18,215.6","","0.10%"
"18 Oct 2018","18,230.5","18,413.9","18,459.5","18,159.8","","-1.32%"
"17 Oct 2018","18,474.2","18,472.9","18,523.2","18,320.2","","-0.26%"
"16 Oct 2018","18,521.7","18,199.1","18,533.3","18,199.1","","1.78%"
"15 Oct 2018","18,198.1","18,215.7","18,334.9","18,173.2","","-0.11%"
"12 Oct 2018","18,217.7","18,284.8","18,308.7","18,020.6","","0.74%"
"11 Oct 2018","18,084.0","18,413.6","18,488.7","18,010.1","","-2.15%"
"10 Oct 2018","18,481.6","18,964.7","18,965.6","18,478.8","","-2.61%"
"09 Oct 2018","18,976.6","18,990.9","19,047.0","18,926.4","","-0.27%"
"08 Oct 2018","19,028.7","18,963.6","19,050.3","18,901.7","","0.06%"
"05 Oct 2018","19,016.7","19,092.1","19,129.7","18,934.3","","-0.38%"
"04 Oct 2018","19,089.4","19,158.1","19,172.9","18,992.2","","-0.56%"
"03 Oct 2018","19,196.1","19,237.3","19,279.6","19,170.7","","0.10%"
"02 Oct 2018","19,177.7","19,181.7","19,211.4","19,123.8","","-0.15%"
"01 Oct 2018","19,205.9","19,236.6","19,270.9","19,168.7","","0.33%"
"28 Sept 2018","19,142.4","19,126.1","19,199.2","19,118.1","","-0.17%"
"27 Sept 2018","19,175.0","19,184.2","19,261.2","19,162.3","","0.06%"
"26 Sept 2018","19,163.8","19,255.7","19,313.0","19,150.8","","-0.45%"
"25 Sept 2018","19,249.5","19,312.9","19,329.5","19,240.7","","0.00%"
"24 Sept 2018","19,250.3","19,357.3","19,361.1","19,230.7","","-0.56%"
"21 Sept 2018","19,358.0","19,368.2","19,395.1","19,346.8","","0.09%"
"20 Sept 2018","19,339.9","19,279.3","19,359.8","19,264.7","","0.79%"
"19 Sept 2018","19,188.2","19,163.6","19,236.8","19,161.3","","0.23%"
"18 Sept 2018","19,144.1","19,075.3","19,174.0","19,066.2","","0.46%"
"17 Sept 2018","19,055.9","19,095.8","19,117.4","19,039.3","","-0.14%"
"14 Sept 2018","19,082.6","19,070.7","19,103.6","19,029.9","","0.14%"
"13 Sept 2018","19,056.4","19,038.9","19,086.7","19,006.9","","0.37%"
