"Date","Price","Open","High","Low","Vol.","Change %"
"01 Jul 2022","23,423.8","23,185.2","23,459.0","22,950.2","","1.04%"
"30 Jun 2022","23,183.8","23,363.0","23,363.0","22,917.2","","-0.75%"
"29 Jun 2022","23,358.5","23,466.8","23,521.6","23,271.5","","-0.43%"
"28 Jun 2022","23,459.8","23,728.4","24,038.1","23,428.7","","-1.13%"
"27 Jun 2022","23,728.3","23,690.3","23,853.8","23,627.3","","0.16%"
"24 Jun 2022","23,689.7","23,034.9","23,692.4","23,034.9","","2.85%"
"23 Jun 2022","23,034.2","22,955.3","23,086.0","22,753.6","","0.35%"
"22 Jun 2022","22,954.0","23,051.9","23,173.4","22,708.5","","-0.42%"
"21 Jun 2022","23,051.9","22,543.1","23,137.7","22,543.1","","2.26%"
"17 Jun 2022","22,543.1","22,615.3","22,807.5","22,379.6","","-0.32%"
"16 Jun 2022","22,614.7","23,339.2","23,339.2","22,475.9","","-3.08%"
"15 Jun 2022","23,332.5","23,091.7","23,571.5","22,964.8","","1.05%"
"14 Jun 2022","23,090.4","23,223.5","23,416.9","22,912.9","","-0.54%"
"13 Jun 2022","23,215.7","24,124.6","24,124.6","23,121.5","","-3.77%"
"10 Jun 2022","24,124.4","24,724.8","24,724.8","24,094.2","","-2.42%"
"09 Jun 2022","24,723.3","25,316.7","25,316.7","24,722.7","","-2.33%"
"08 Jun 2022","25,313.9","25,594.6","25,594.6","25,254.7","","-1.09%"
"07 Jun 2022","25,592.3","25,318.9","25,597.9","25,144.4","","1.08%"
"06 Jun 2022","25,318.1","25,236.2","25,531.9","25,236.2","","0.33%"
"03 Jun 2022","25,236.0","25,497.0","25,497.0","25,182.6","","-1.01%"
"02 Jun 2022","25,492.9","25,092.1","25,493.2","24,992.3","","1.62%"
"01 Jun 2022","25,087.3","25,274.9","25,425.5","24,894.6","","-0.73%"
"31 May 2022","25,272.6","25,457.1","25,467.5","25,220.5","","-0.71%"
"27 May 2022","25,453.4","25,008.6","25,453.7","25,008.6","","1.80%"
"26 May 2022","25,002.7","24,600.7","25,090.7","24,600.7","","1.64%"
"25 May 2022","24,599.4","24,404.9","24,695.5","24,333.7","","0.80%"
"24 May 2022","24,404.7","24,488.6","24,488.6","24,029.0","","-0.31%"
"23 May 2022","24,480.4","24,062.4","24,545.6","24,062.4","","1.76%"
"20 May 2022","24,057.8","23,984.9","24,231.0","23,585.8","","0.30%"
"19 May 2022","23,984.9","23,990.8","24,213.2","23,769.3","","-0.02%"
"18 May 2022","23,990.8","24,781.3","24,781.3","23,915.5","","-3.19%"
"17 May 2022","24,781.3","24,330.0","24,785.5","24,330.0","","1.86%"
"16 May 2022","24,330.0","24,325.1","24,512.1","24,157.2","","0.02%"
"13 May 2022","24,325.1","23,801.0","24,399.2","23,801.0","","2.20%"
"12 May 2022","23,801.0","23,743.4","23,923.5","23,425.9","","0.24%"
"11 May 2022","23,743.4","23,939.4","24,364.7","23,720.7","","-0.82%"
"10 May 2022","23,939.4","23,990.5","24,356.3","23,668.2","","-0.21%"
"09 May 2022","23,990.5","24,798.7","24,798.7","23,907.2","","-3.26%"
"06 May 2022","24,798.7","24,935.0","24,935.0","24,468.9","","-0.55%"
"05 May 2022","24,935.0","25,676.7","25,676.7","24,718.0","","-2.89%"
"04 May 2022","25,676.7","25,054.8","25,708.2","24,929.9","","2.48%"
"03 May 2022","25,054.8","24,862.3","25,197.0","24,862.3","","0.77%"
"02 May 2022","24,862.3","24,871.2","25,005.5","24,409.0","","-0.04%"
"29 Apr 2022","24,871.2","25,532.4","25,570.6","24,836.1","","-2.59%"
"28 Apr 2022","25,532.4","25,066.2","25,632.6","25,011.5","","1.86%"
"27 Apr 2022","25,066.2","24,988.3","25,298.4","24,929.9","","0.31%"
"26 Apr 2022","24,988.3","25,562.1","25,562.1","24,988.2","","-2.24%"
"25 Apr 2022","25,562.1","25,565.0","25,601.0","25,011.0","","-0.01%"
"22 Apr 2022","25,565.0","26,267.7","26,267.7","25,553.0","","-2.68%"
"21 Apr 2022","26,267.7","26,682.3","26,877.9","26,224.7","","-1.55%"
"20 Apr 2022","26,682.3","26,518.7","26,800.7","26,518.7","","0.62%"
"19 Apr 2022","26,518.7","26,208.7","26,561.7","26,208.7","","1.18%"
"18 Apr 2022","26,208.7","26,280.8","26,337.2","26,115.3","","-0.27%"
"14 Apr 2022","26,280.8","26,438.7","26,549.3","26,275.7","","-0.60%"
"13 Apr 2022","26,438.7","26,196.2","26,459.9","26,196.2","","0.93%"
"12 Apr 2022","26,196.2","26,303.0","26,557.8","26,122.1","","-0.41%"
"11 Apr 2022","26,303.0","26,550.7","26,550.7","26,279.4","","-0.93%"
"08 Apr 2022","26,550.7","26,457.2","26,686.4","26,434.3","","0.35%"
"07 Apr 2022","26,457.2","26,380.1","26,550.8","26,168.1","","0.29%"
"06 Apr 2022","26,380.1","26,470.8","26,470.8","26,197.9","","-0.34%"
"05 Apr 2022","26,470.8","26,761.7","26,859.4","26,418.9","","-1.09%"
"04 Apr 2022","26,761.7","26,693.8","26,781.0","26,611.8","","0.25%"
"01 Apr 2022","26,693.8","26,507.6","26,708.8","26,479.0","","0.70%"
"31 Mar 2022","26,507.6","26,921.4","26,921.4","26,507.6","","-1.54%"
"30 Mar 2022","26,921.4","27,043.4","27,078.0","26,803.4","","-0.45%"
"29 Mar 2022","27,043.4","26,697.7","27,075.3","26,697.7","","1.29%"
"28 Mar 2022","26,697.7","26,687.0","26,697.7","26,445.8","","0.04%"
"25 Mar 2022","26,687.0","26,540.3","26,689.1","26,491.1","","0.55%"
"24 Mar 2022","26,540.3","26,307.6","26,540.9","26,307.6","","0.88%"
"23 Mar 2022","26,307.6","26,586.6","26,586.6","26,306.1","","-1.05%"
"22 Mar 2022","26,586.6","26,380.9","26,639.2","26,380.9","","0.78%"
"21 Mar 2022","26,380.9","26,390.2","26,521.0","26,235.3","","-0.03%"
"18 Mar 2022","26,390.2","26,183.2","26,395.6","26,075.1","","0.79%"
"17 Mar 2022","26,183.2","25,827.8","26,183.3","25,752.6","","1.38%"
"16 Mar 2022","25,827.8","25,242.8","25,829.4","25,242.8","","2.32%"
"15 Mar 2022","25,242.8","24,922.3","25,276.1","24,922.3","","1.29%"
"14 Mar 2022","24,922.3","25,010.5","25,277.1","24,828.3","","-0.35%"
"11 Mar 2022","25,010.5","25,288.0","25,446.2","25,000.8","","-1.10%"
"10 Mar 2022","25,288.0","25,354.3","25,354.3","25,021.6","","-0.26%"
"09 Mar 2022","25,354.3","24,789.1","25,476.2","24,789.1","","2.28%"
"08 Mar 2022","24,789.1","24,912.4","25,301.3","24,782.7","","-0.49%"
"07 Mar 2022","24,912.4","25,580.0","25,580.0","24,906.0","","-2.61%"
"04 Mar 2022","25,580.0","25,828.3","25,828.3","25,301.8","","-0.96%"
"03 Mar 2022","25,828.3","25,972.5","26,062.0","25,666.6","","-0.56%"
"02 Mar 2022","25,972.5","25,477.9","26,058.4","25,477.9","","1.94%"
"01 Mar 2022","25,477.9","25,865.0","25,925.3","25,346.4","","-1.50%"
"28 Feb 2022","25,865.0","26,042.2","26,042.2","25,583.0","","-0.68%"
"25 Feb 2022","26,042.2","25,354.2","26,049.7","25,354.2","","2.71%"
"24 Feb 2022","25,354.2","25,381.2","25,392.6","24,682.7","","-0.11%"
"23 Feb 2022","25,381.2","25,691.7","25,918.8","25,349.1","","-1.21%"
"22 Feb 2022","25,691.7","25,970.9","25,993.8","25,508.7","","-1.08%"
"18 Feb 2022","25,970.9","26,124.6","26,236.4","25,877.8","","-0.59%"
"17 Feb 2022","26,124.6","26,560.6","26,560.6","26,077.2","","-1.64%"
"16 Feb 2022","26,560.6","26,521.3","26,629.4","26,383.3","","0.15%"
"15 Feb 2022","26,521.3","26,178.1","26,540.0","26,178.1","","1.31%"
"14 Feb 2022","26,178.1","26,386.9","26,386.9","26,005.6","","-0.79%"
"11 Feb 2022","26,386.9","26,687.3","26,869.2","26,284.8","","-1.13%"
"10 Feb 2022","26,687.3","27,022.0","27,168.9","26,584.4","","-1.24%"
"09 Feb 2022","27,022.0","26,676.6","27,043.9","26,676.6","","1.29%"
"08 Feb 2022","26,676.6","26,469.1","26,718.9","26,409.0","","0.78%"
"07 Feb 2022","26,469.1","26,434.9","26,633.5","26,409.4","","0.13%"
"04 Feb 2022","26,434.9","26,394.7","26,618.0","26,198.8","","0.15%"
"03 Feb 2022","26,394.7","26,753.0","26,753.0","26,370.4","","-1.34%"
"02 Feb 2022","26,753.0","26,634.2","26,787.6","26,529.2","","0.45%"
"01 Feb 2022","26,634.2","26,365.2","26,651.9","26,279.3","","1.02%"
"31 Jan 2022","26,365.2","25,949.7","26,371.4","25,865.7","","1.60%"
"28 Jan 2022","25,949.7","25,558.1","25,952.8","25,316.3","","1.53%"
"27 Jan 2022","25,558.1","25,689.7","26,112.1","25,461.4","","-0.51%"
"26 Jan 2022","25,689.7","25,853.6","26,261.7","25,495.4","","-0.63%"
"25 Jan 2022","25,853.6","25,968.9","26,083.0","25,316.2","","-0.44%"
"24 Jan 2022","25,968.9","25,942.5","26,007.5","25,022.8","","0.10%"
"21 Jan 2022","25,942.5","26,363.7","26,395.3","25,888.3","","-1.60%"
"20 Jan 2022","26,363.7","26,606.8","26,967.0","26,339.9","","-0.91%"
"19 Jan 2022","26,606.8","26,814.8","26,988.6","26,600.5","","-0.78%"
"18 Jan 2022","26,814.8","27,238.4","27,238.4","26,727.0","","-1.56%"
"14 Jan 2022","27,238.4","27,301.1","27,301.1","26,981.4","","-0.23%"
"13 Jan 2022","27,301.1","27,447.1","27,591.2","27,255.7","","-0.53%"
"12 Jan 2022","27,447.1","27,352.9","27,530.1","27,320.7","","0.34%"
"11 Jan 2022","27,352.9","27,076.2","27,358.2","26,971.9","","1.02%"
"10 Jan 2022","27,076.2","27,150.0","27,150.0","26,720.9","","-0.27%"
"07 Jan 2022","27,150.0","27,127.8","27,239.5","27,056.7","","0.08%"
"06 Jan 2022","27,127.8","27,056.1","27,260.7","26,957.6","","0.27%"
"05 Jan 2022","27,056.1","27,408.0","27,534.7","27,053.4","","-1.28%"
"04 Jan 2022","27,408.0","27,232.9","27,471.9","27,232.9","","0.64%"
"03 Jan 2022","27,232.9","27,133.8","27,240.4","27,066.8","","0.37%"
"31 Dec 2021","27,133.8","27,132.6","27,232.5","27,105.6","","0.00%"
"30 Dec 2021","27,132.6","27,101.6","27,250.2","27,101.6","","0.11%"
"29 Dec 2021","27,101.6","27,076.0","27,151.8","27,034.5","","0.09%"
"28 Dec 2021","27,076.0","27,086.4","27,207.7","27,040.8","","-0.04%"
"27 Dec 2021","27,086.4","26,805.4","27,087.6","26,805.4","","1.05%"
"23 Dec 2021","26,805.4","26,664.9","26,881.1","26,664.9","","0.53%"
"22 Dec 2021","26,664.9","26,453.8","26,671.6","26,416.5","","0.80%"
"21 Dec 2021","26,453.8","25,975.7","26,469.1","25,975.7","","1.84%"
"20 Dec 2021","25,975.7","26,332.5","26,332.5","25,767.3","","-1.35%"
"17 Dec 2021","26,332.5","26,615.8","26,615.8","26,266.5","","-1.06%"
"16 Dec 2021","26,615.8","26,556.5","26,830.9","26,523.7","","0.22%"
"15 Dec 2021","26,556.5","26,301.6","26,570.0","26,166.7","","0.97%"
"14 Dec 2021","26,301.6","26,402.7","26,483.8","26,233.8","","-0.38%"
"13 Dec 2021","26,402.7","26,618.4","26,618.4","26,356.9","","-0.81%"
"10 Dec 2021","26,618.4","26,497.4","26,668.9","26,470.4","","0.46%"
"09 Dec 2021","26,497.4","26,681.2","26,681.2","26,497.3","","-0.69%"
"08 Dec 2021","26,681.2","26,606.8","26,718.8","26,584.7","","0.28%"
"07 Dec 2021","26,606.8","26,193.3","26,709.8","26,193.3","","1.58%"
"06 Dec 2021","26,193.3","25,807.2","26,307.3","25,807.2","","1.50%"
"03 Dec 2021","25,807.2","26,006.8","26,130.8","25,605.1","","-0.77%"
"02 Dec 2021","26,006.8","25,459.6","26,087.9","25,459.6","","2.15%"
"01 Dec 2021","25,459.6","25,749.6","26,253.4","25,458.5","","-1.13%"
"30 Nov 2021","25,749.6","26,320.8","26,320.8","25,725.4","","-2.17%"
"29 Nov 2021","26,320.8","26,225.8","26,495.0","26,191.3","","0.36%"
"26 Nov 2021","26,225.8","26,874.8","26,875.8","26,102.3","","-2.41%"
"24 Nov 2021","26,874.8","26,828.0","26,889.7","26,678.0","","0.17%"
"23 Nov 2021","26,828.0","26,729.2","26,857.9","26,637.4","","0.37%"
"22 Nov 2021","26,729.2","26,770.7","26,945.1","26,729.0","","-0.16%"
"19 Nov 2021","26,770.7","26,996.6","26,996.6","26,758.4","","-0.84%"
"18 Nov 2021","26,996.6","27,110.7","27,110.7","26,888.7","","-0.42%"
"17 Nov 2021","27,110.7","27,281.8","27,281.8","27,058.1","","-0.63%"
"16 Nov 2021","27,281.8","27,253.0","27,378.8","27,253.0","","0.11%"
"15 Nov 2021","27,253.0","27,271.6","27,333.8","27,225.2","","-0.07%"
"12 Nov 2021","27,271.6","27,145.8","27,295.4","27,145.8","","0.46%"
"11 Nov 2021","27,145.8","27,101.1","27,187.4","27,101.1","","0.17%"
"10 Nov 2021","27,101.1","27,241.7","27,306.9","27,027.2","","-0.52%"
"09 Nov 2021","27,241.7","27,276.9","27,299.2","27,132.9","","-0.13%"
"08 Nov 2021","27,276.9","27,167.5","27,326.3","27,167.5","","0.40%"
"05 Nov 2021","27,167.5","27,050.7","27,268.6","27,050.7","","0.43%"
"04 Nov 2021","27,050.7","27,110.6","27,148.3","26,958.8","","-0.22%"
"03 Nov 2021","27,110.6","26,961.4","27,127.5","26,908.6","","0.55%"
"02 Nov 2021","26,963.1","26,986.5","26,986.5","26,903.7","","-0.09%"
"01 Nov 2021","26,986.5","26,805.4","26,998.1","26,805.4","","0.68%"
"29 Oct 2021","26,805.4","26,896.7","26,896.7","26,744.3","","-0.34%"
"28 Oct 2021","26,896.7","26,648.1","26,896.7","26,648.1","","0.93%"
"27 Oct 2021","26,648.1","27,001.6","27,001.6","26,648.1","","-1.31%"
"26 Oct 2021","27,001.6","27,038.4","27,132.6","26,980.4","","-0.14%"
"25 Oct 2021","27,038.4","26,963.7","27,074.9","26,923.8","","0.28%"
"22 Oct 2021","26,963.7","26,901.5","27,019.0","26,821.2","","0.23%"
"21 Oct 2021","26,901.5","26,924.4","26,924.4","26,779.2","","-0.09%"
"20 Oct 2021","26,924.4","26,749.3","26,943.4","26,749.3","","0.65%"
"19 Oct 2021","26,749.3","26,550.2","26,761.5","26,550.2","","0.75%"
"18 Oct 2021","26,550.2","26,565.5","26,596.6","26,416.2","","-0.06%"
"15 Oct 2021","26,565.5","26,364.7","26,632.7","26,364.7","","0.76%"
"14 Oct 2021","26,364.7","25,997.1","26,374.3","25,997.1","","1.41%"
"13 Oct 2021","25,997.1","25,884.1","26,037.0","25,755.9","","0.44%"
"12 Oct 2021","25,884.1","25,865.7","26,000.2","25,836.3","","0.07%"
"11 Oct 2021","25,865.7","26,002.9","26,185.7","25,864.8","","-0.53%"
"08 Oct 2021","26,002.9","25,993.0","26,109.4","25,983.9","","0.04%"
"07 Oct 2021","25,993.0","25,712.7","26,134.6","25,712.7","","1.09%"
"06 Oct 2021","25,712.7","25,694.7","25,718.6","25,332.9","","0.07%"
"05 Oct 2021","25,694.7","25,490.0","25,827.1","25,490.0","","0.80%"
"04 Oct 2021","25,490.0","25,684.3","25,756.8","25,377.8","","-0.76%"
"01 Oct 2021","25,684.3","25,402.3","25,801.5","25,323.8","","1.11%"
"30 Sept 2021","25,402.3","25,713.4","25,816.6","25,401.4","","-1.21%"
"29 Sept 2021","25,713.4","25,680.2","25,827.7","25,670.1","","0.13%"
"28 Sept 2021","25,680.2","26,101.9","26,101.9","25,640.8","","-1.62%"
"27 Sept 2021","26,101.9","26,005.6","26,194.0","26,005.6","","0.37%"
"24 Sept 2021","26,005.6","26,049.4","26,074.1","25,947.4","","-0.17%"
"23 Sept 2021","26,049.4","25,703.3","26,143.5","25,703.3","","1.35%"
"22 Sept 2021","25,703.3","25,439.7","25,867.1","25,439.7","","1.04%"
"21 Sept 2021","25,439.7","25,414.0","25,660.5","25,391.0","","0.10%"
"20 Sept 2021","25,413.9","25,873.2","25,873.2","25,131.2","","-1.77%"
"17 Sept 2021","25,871.4","26,052.5","26,068.9","25,843.1","","-0.70%"
"16 Sept 2021","26,052.5","26,127.6","26,149.4","25,928.4","","-0.29%"
"15 Sept 2021","26,127.6","25,922.7","26,156.4","25,898.7","","0.79%"
"14 Sept 2021","25,922.7","26,132.5","26,207.0","25,881.5","","-0.80%"
"13 Sept 2021","26,132.5","26,019.3","26,216.1","26,019.3","","0.44%"
"10 Sept 2021","26,019.3","26,174.3","26,340.6","26,016.6","","-0.59%"
"09 Sept 2021","26,174.3","26,277.9","26,373.7","26,159.2","","-0.39%"
"08 Sept 2021","26,277.9","26,386.4","26,386.4","26,193.3","","-0.41%"
"07 Sept 2021","26,386.4","26,555.7","26,555.7","26,385.1","","-0.64%"
"03 Sept 2021","26,555.7","26,581.3","26,590.9","26,503.6","","-0.10%"
"02 Sept 2021","26,581.3","26,442.8","26,609.3","26,442.8","","0.52%"
"01 Sept 2021","26,442.8","26,379.2","26,495.8","26,356.3","","0.24%"
"31 Aug 2021","26,379.2","26,396.7","26,446.1","26,342.5","","-0.07%"
"30 Aug 2021","26,396.7","26,433.5","26,480.7","26,367.9","","-0.14%"
"27 Aug 2021","26,433.5","26,196.4","26,455.0","26,196.4","","0.91%"
"26 Aug 2021","26,196.4","26,380.0","26,380.0","26,180.3","","-0.70%"
"25 Aug 2021","26,380.0","26,267.3","26,424.0","26,229.6","","0.43%"
"24 Aug 2021","26,267.3","26,120.9","26,314.6","26,120.9","","0.56%"
"23 Aug 2021","26,120.9","25,911.4","26,170.0","25,911.4","","0.81%"
"20 Aug 2021","25,911.4","25,772.6","25,940.3","25,725.8","","0.54%"
"19 Aug 2021","25,772.6","25,958.8","25,958.8","25,641.6","","-0.72%"
"18 Aug 2021","25,958.8","26,202.0","26,240.2","25,950.8","","-0.93%"
"17 Aug 2021","26,202.0","26,401.6","26,401.6","26,017.3","","-0.76%"
"16 Aug 2021","26,401.6","26,449.6","26,449.6","26,201.3","","-0.18%"
"13 Aug 2021","26,449.6","26,452.6","26,480.2","26,417.0","","-0.01%"
"12 Aug 2021","26,452.6","26,444.2","26,458.4","26,345.0","","0.03%"
"11 Aug 2021","26,444.2","26,313.9","26,444.8","26,313.9","","0.50%"
"10 Aug 2021","26,313.9","26,210.7","26,358.7","26,210.7","","0.39%"
"09 Aug 2021","26,210.7","26,241.6","26,256.3","26,134.6","","-0.12%"
"06 Aug 2021","26,241.6","26,157.6","26,285.2","26,157.6","","0.32%"
"05 Aug 2021","26,157.6","25,996.4","26,157.7","25,996.4","","0.62%"
"04 Aug 2021","25,996.4","26,182.4","26,182.4","25,995.0","","-0.71%"
"03 Aug 2021","26,182.4","25,967.3","26,183.7","25,862.2","","0.83%"
"02 Aug 2021","25,967.3","26,007.6","26,257.8","25,955.0","","-0.15%"
"30 Jul 2021","26,007.6","26,153.4","26,185.7","25,965.8","","-0.56%"
"29 Jul 2021","26,153.4","25,956.0","26,237.3","25,956.0","","0.76%"
"28 Jul 2021","25,956.0","25,873.2","26,042.9","25,825.9","","0.32%"
"27 Jul 2021","25,873.2","25,942.5","25,942.5","25,731.8","","-0.27%"
"26 Jul 2021","25,942.5","25,922.0","25,951.5","25,861.0","","0.08%"
"23 Jul 2021","25,922.0","25,769.4","25,940.1","25,769.4","","0.59%"
"22 Jul 2021","25,769.4","25,841.5","25,853.8","25,688.8","","-0.28%"
"21 Jul 2021","25,841.5","25,556.7","25,863.7","25,556.7","","1.11%"
"20 Jul 2021","25,556.7","25,134.0","25,619.7","25,134.0","","1.68%"
"19 Jul 2021","25,134.0","25,621.9","25,621.9","24,980.4","","-1.90%"
"16 Jul 2021","25,621.9","25,832.3","25,923.6","25,592.1","","-0.81%"
"15 Jul 2021","25,832.3","25,901.5","25,901.5","25,715.3","","-0.27%"
"14 Jul 2021","25,901.5","25,947.8","26,106.4","25,849.2","","-0.18%"
"13 Jul 2021","25,947.8","26,100.1","26,100.1","25,943.7","","-0.58%"
"12 Jul 2021","26,100.1","26,037.7","26,113.4","25,914.4","","0.24%"
"09 Jul 2021","26,037.7","25,609.0","26,045.9","25,609.0","","1.67%"
"08 Jul 2021","25,609.0","25,913.6","25,913.6","25,430.5","","-1.18%"
"07 Jul 2021","25,913.6","25,887.4","25,966.3","25,741.5","","0.10%"
"06 Jul 2021","25,887.4","26,092.4","26,092.4","25,739.9","","-0.79%"
"02 Jul 2021","26,092.4","26,036.5","26,115.7","25,988.1","","0.22%"
"01 Jul 2021","26,036.5","25,900.2","26,049.6","25,900.2","","0.53%"
"30 Jun 2021","25,900.2","25,886.9","25,923.3","25,840.1","","0.05%"
"29 Jun 2021","25,886.9","25,922.5","26,012.3","25,865.4","","-0.14%"
"28 Jun 2021","25,922.5","26,055.5","26,056.2","25,842.2","","-0.51%"
"25 Jun 2021","26,055.5","25,897.9","26,085.7","25,897.9","","0.61%"
"24 Jun 2021","25,897.9","25,704.3","25,920.8","25,704.3","","0.75%"
"23 Jun 2021","25,704.3","25,721.9","25,819.9","25,703.8","","-0.07%"
"22 Jun 2021","25,721.9","25,662.2","25,781.4","25,565.8","","0.23%"
"21 Jun 2021","25,662.2","25,242.9","25,677.8","25,242.9","","1.66%"
"18 Jun 2021","25,242.9","25,659.7","25,659.7","25,241.3","","-1.62%"
"17 Jun 2021","25,659.7","25,861.6","25,894.5","25,496.8","","-0.78%"
"16 Jun 2021","25,861.6","26,038.0","26,038.0","25,789.2","","-0.68%"
"15 Jun 2021","26,038.0","26,047.2","26,083.6","25,945.9","","-0.04%"
"14 Jun 2021","26,047.2","26,091.3","26,097.6","25,950.4","","-0.17%"
"11 Jun 2021","26,091.3","26,021.5","26,093.5","25,989.2","","0.27%"
"10 Jun 2021","26,021.5","25,970.9","26,138.7","25,960.5","","0.19%"
"09 Jun 2021","25,970.9","26,071.8","26,081.5","25,970.4","","-0.39%"
"08 Jun 2021","26,071.8","26,070.0","26,101.6","25,950.9","","0.01%"
"07 Jun 2021","26,070.0","26,106.0","26,132.9","26,046.3","","-0.14%"
"04 Jun 2021","26,106.0","25,986.3","26,120.6","25,986.3","","0.46%"
"03 Jun 2021","25,986.3","26,046.3","26,046.3","25,826.9","","-0.25%"
"02 Jun 2021","26,050.5","25,996.2","26,074.4","25,963.1","","0.21%"
"01 Jun 2021","25,996.2","25,858.3","26,114.2","25,858.3","","0.53%"
"28 May 2021","25,858.3","25,816.9","25,910.1","25,816.9","","0.16%"
"27 May 2021","25,816.9","25,689.3","25,838.8","25,689.3","","0.50%"
"26 May 2021","25,689.3","25,592.5","25,711.5","25,590.2","","0.38%"
"25 May 2021","25,592.5","25,708.2","25,803.9","25,569.0","","-0.45%"
"24 May 2021","25,708.2","25,564.4","25,776.4","25,564.4","","0.56%"
"21 May 2021","25,564.4","25,525.0","25,720.5","25,517.5","","0.15%"
"20 May 2021","25,525.0","25,337.5","25,600.5","25,337.5","","0.74%"
"19 May 2021","25,337.5","25,499.8","25,499.8","25,035.3","","-0.64%"
"18 May 2021","25,499.8","25,629.6","25,689.0","25,498.8","","-0.51%"
"17 May 2021","25,629.6","25,617.3","25,647.4","25,502.2","","0.05%"
"14 May 2021","25,617.3","25,252.5","25,653.7","25,252.5","","1.45%"
"13 May 2021","25,250.7","25,034.3","25,346.6","25,023.9","","0.90%"
"12 May 2021","25,026.0","25,513.7","25,513.7","25,005.0","","-1.89%"
"11 May 2021","25,509.0","25,760.5","25,760.5","25,288.6","","-0.98%"
"10 May 2021","25,760.3","25,875.1","26,023.9","25,760.3","","-0.44%"
"07 May 2021","25,873.2","25,669.1","25,884.3","25,634.9","","0.80%"
"06 May 2021","25,667.2","25,493.8","25,667.3","25,379.0","","0.70%"
"05 May 2021","25,489.5","25,397.3","25,561.7","25,389.9","","0.37%"
"04 May 2021","25,396.8","25,452.8","25,452.8","25,191.0","","-0.22%"
"03 May 2021","25,451.6","25,286.5","25,528.9","25,286.5","","0.65%"
"30 Apr 2021","25,286.3","25,530.6","25,530.6","25,254.7","","-0.95%"
"29 Apr 2021","25,527.7","25,443.7","25,585.7","25,351.9","","0.34%"
"28 Apr 2021","25,441.6","25,365.5","25,504.9","25,365.5","","0.30%"
