Date;RI_market
08.09.2016;15130,44
09.09.2016;14756,98
12.09.2016;14935,01
13.09.2016;14653,41
14.09.2016;14620,88
15.09.2016;14750,28
16.09.2016;14653
19.09.2016;14697,67
20.09.2016;14692,5
21.09.2016;14898,77
22.09.2016;15018,8
23.09.2016;14913,54
26.09.2016;14785,46
27.09.2016;14843,34
28.09.2016;14974,97
29.09.2016;14822,66
30.09.2016;14932,59
03.10.2016;14889,84
04.10.2016;14805,29
05.10.2016;14888
06.10.2016;14877,01
07.10.2016;14809,49
10.10.2016;14887,19
11.10.2016;14699,61
12.10.2016;14718,06
13.10.2016;14667,16
14.10.2016;14664,88
17.10.2016;14625,6
18.10.2016;14730,09
19.10.2016;14779,62
20.10.2016;14764,33
21.10.2016;14740,16
24.10.2016;14767,97
25.10.2016;14711,12
26.10.2016;14681,39
27.10.2016;14647,33
28.10.2016;14611,4
31.10.2016;14618,92
01.11.2016;14524,76
02.11.2016;14415,96
03.11.2016;14379,91
04.11.2016;14354,76
07.11.2016;14649,03
08.11.2016;14702,18
09.11.2016;14860,94
10.11.2016;14918,47
11.11.2016;14874,94
14.11.2016;14915,83
15.11.2016;15009,82
16.11.2016;14949,29
17.11.2016;15006,92
18.11.2016;14966,53
21.11.2016;15081,86
22.11.2016;15122,78
23.11.2016;15145,29
24.11.2016;15145,29
25.11.2016;15204,57
28.11.2016;15109,04
29.11.2016;15125,22
30.11.2016;15157,43
01.12.2016;15145,04
02.12.2016;15158,54
05.12.2016;15261,03
06.12.2016;15345,35
07.12.2016;15549,49
08.12.2016;15600,51
09.12.2016;15659,19
12.12.2016;15639,7
13.12.2016;15726,1
14.12.2016;15533,05
15.12.2016;15580,2
16.12.2016;15572,41
19.12.2016;15577,51
20.12.2016;15640,72
21.12.2016;15599,83
22.12.2016;15562,1
23.12.2016;15583,56
26.12.2016;15583,56
27.12.2016;15608,33
28.12.2016;15490,44
29.12.2016;15513,77
30.12.2016;15489,56
02.01.2017;15489,56
03.01.2017;15626,52
04.01.2017;15757,91
05.01.2017;15759,7
06.01.2017;15750,49
09.01.2017;15655,93
10.01.2017;15675,06
11.01.2017;15737,42
12.01.2017;15706,06
13.01.2017;15738,4
16.01.2017;15738,4
17.01.2017;15695,13
18.01.2017;15697,22
19.01.2017;15631,28
20.01.2017;15693,27
23.01.2017;15662,66
24.01.2017;15773,73
25.01.2017;15900,28
26.01.2017;15864,23
27.01.2017;15822,96
30.01.2017;15714,52
31.01.2017;15739,41
01.02.2017;15720,55
02.02.2017;15732,89
03.02.2017;15867,12
06.02.2017;15801,75
07.02.2017;15773,15
08.02.2017;15790,2
09.02.2017;15897,23
10.02.2017;15968,39
13.02.2017;16050,57
14.02.2017;16101,61
15.02.2017;16173,68
16.02.2017;16160,95
17.02.2017;16170,88
20.02.2017;16170,88
21.02.2017;16265,73
22.02.2017;16233,12
23.02.2017;16243,35
24.02.2017;16226,17
27.02.2017;16251,92
28.02.2017;16188,02
01.03.2017;16405,39
02.03.2017;16286,63
03.03.2017;16318,72
06.03.2017;16247,99
07.03.2017;16190,72
08.03.2017;16115,08
09.03.2017;16128,98
10.03.2017;16190,09
13.03.2017;16221,64
14.03.2017;16137,26
15.03.2017;16323,93
16.03.2017;16338,3
17.03.2017;16322,61
20.03.2017;16277,78
21.03.2017;16087,1
22.03.2017;16096,47
23.03.2017;16103,37
24.03.2017;16086,76
27.03.2017;16080,48
28.03.2017;16192,57
29.03.2017;16203,15
30.03.2017;16236,53
31.03.2017;16199,68
03.04.2017;16159,23
04.04.2017;16169,93
05.04.2017;16106,07
06.04.2017;16158,98
07.04.2017;16142,54
10.04.2017;16170,08
11.04.2017;16185,55
12.04.2017;16114,83
13.04.2017;15975,85
14.04.2017;15975,85
17.04.2017;16120,59
18.04.2017;16053,71
19.04.2017;16004,79
20.04.2017;16124,41
21.04.2017;16072,58
24.04.2017;16274,71
25.04.2017;16376,57
26.04.2017;16362,34
27.04.2017;16343,62
28.04.2017;16284,03
01.05.2017;16285,96
02.05.2017;16306,97
03.05.2017;16279,3
04.05.2017;16288,02
05.05.2017;16402,7
08.05.2017;16378,22
09.05.2017;16340,79
10.05.2017;16393,35
11.05.2017;16350,42
12.05.2017;16328,14
15.05.2017;16424,58
16.05.2017;16415,92
17.05.2017;16167,99
18.05.2017;16183,27
19.05.2017;16337,48
22.05.2017;16398,14
23.05.2017;16425,93
24.05.2017;16451,11
25.05.2017;16478,85
26.05.2017;16469,72
29.05.2017;16469,72
30.05.2017;16429,4
31.05.2017;16429,89
01.06.2017;16576,54
02.06.2017;16603,57
05.06.2017;16568,72
06.06.2017;16537,89
07.06.2017;16536,68
08.06.2017;16553,15
09.06.2017;16646,45
12.06.2017;16650,09
13.06.2017;16727,43
14.06.2017;16704,27
15.06.2017;16651,12
16.06.2017;16696,13
19.06.2017;16783,34
20.06.2017;16649,97
21.06.2017;16590,79
22.06.2017;16614,05
23.06.2017;16643,47
26.06.2017;16684,03
27.06.2017;16624,86
28.06.2017;16766,08
29.06.2017;16664,13
30.06.2017;16695,26
03.07.2017;16801,86
04.07.2017;16801,86
05.07.2017;16766,62
06.07.2017;16620,89
07.07.2017;16692,93
10.07.2017;16691,25
11.07.2017;16681,75
12.07.2017;16798,38
13.07.2017;16825,54
14.07.2017;16900,75
17.07.2017;16891,61
18.07.2017;16873,35
19.07.2017;16966,16
20.07.2017;16971,68
21.07.2017;16943,45
24.07.2017;16916,21
25.07.2017;17002,97
26.07.2017;17001,92
27.07.2017;17001,07
28.07.2017;16989,9
31.07.2017;17008,42
01.08.2017;17055,2
02.08.2017;17030,96
03.08.2017;17000,54
04.08.2017;17041,19
07.08.2017;17045,77
08.08.2017;16993,87
09.08.2017;16975,13
10.08.2017;16754,57
11.08.2017;16744,5
14.08.2017;16877,56
15.08.2017;16860,5
16.08.2017;16901,6
17.08.2017;16680,8
18.08.2017;16663,16
21.08.2017;16691,3
22.08.2017;16814,21
23.08.2017;16788,56
24.08.2017;16771,66
25.08.2017;16828,02
28.08.2017;16811,39
29.08.2017;16802,8
30.08.2017;16825,92
31.08.2017;16927,65
01.09.2017;16989,16
04.09.2017;16989,16
05.09.2017;16859,55
06.09.2017;16925,19
07.09.2017;16940,58
08.09.2017;16953,25
11.09.2017;17127,91
12.09.2017;17195,38
13.09.2017;17192,87
14.09.2017;17209,55
15.09.2017;17234,53
18.09.2017;17282,57
19.09.2017;17311,72
20.09.2017;17334,49
21.09.2017;17316,17
22.09.2017;17342,54
25.09.2017;17328,02
26.09.2017;17309,81
27.09.2017;17352,83
28.09.2017;17388,94
29.09.2017;17432,47
02.10.2017;17512,43
03.10.2017;17567,17
04.10.2017;17569,83
05.10.2017;17622,88
06.10.2017;17597,6
09.10.2017;17563,69
10.10.2017;17639,36
11.10.2017;17661,76
12.10.2017;17631,58
13.10.2017;17650,92
16.10.2017;17662,57
17.10.2017;17648,96
18.10.2017;17679,62
19.10.2017;17694,29
20.10.2017;17767,21
23.10.2017;17701,74
24.10.2017;17731,51
25.10.2017;17634,5
26.10.2017;17657,35
27.10.2017;17677,47
30.10.2017;17611,5
31.10.2017;17643,43
01.11.2017;17674,92
02.11.2017;17691,8
03.11.2017;17693,94
06.11.2017;17734,29
07.11.2017;17692,05
08.11.2017;17711,66
09.11.2017;17653,64
10.11.2017;17634,39
13.11.2017;17626,48
14.11.2017;17577,7
15.11.2017;17493,27
16.11.2017;17618,87
17.11.2017;17619,18
20.11.2017;17645,68
21.11.2017;17739,27
22.11.2017;17748,32
23.11.2017;17748,32
24.11.2017;17793,72
27.11.2017;17751,01
28.11.2017;17936,75
29.11.2017;17998,39
30.11.2017;18100,38
01.12.2017;18082,69
04.12.2017;18112,26
05.12.2017;18015,89
06.12.2017;17966,66
07.12.2017;18022,01
08.12.2017;18130,31
11.12.2017;18166,68
12.12.2017;18210,47
13.12.2017;18213,13
14.12.2017;18115,57
15.12.2017;18218,95
18.12.2017;18342,78
19.12.2017;18288,43
20.12.2017;18291,15
21.12.2017;18366,83
22.12.2017;18363,44
25.12.2017;18363,44
26.12.2017;18380,99
27.12.2017;18400,71
28.12.2017;18451,85
29.12.2017;18390,27
01.01.2018;18390,27
02.01.2018;18390,27
03.01.2018;18603,8
04.01.2018;18708,55
05.01.2018;18815,94
08.01.2018;18832,71
09.01.2018;18847,96
10.01.2018;18827,64
11.01.2018;18978,8
12.01.2018;19098,96
15.01.2018;19098,96
16.01.2018;19031,13
17.01.2018;19182,79
18.01.2018;19132,14
19.01.2018;19231,07
22.01.2018;19354,82
23.01.2018;19360,94
24.01.2018;19410,01
25.01.2018;19417,3
26.01.2018;19596,35
29.01.2018;19435,8
30.01.2018;19223,19
31.01.2018;19213,23
01.02.2018;19237,16
02.02.2018;18811,89
05.02.2018;18075,26
06.02.2018;18324
07.02.2018;18240,45
08.02.2018;17644,37
09.02.2018;17841,99
12.02.2018;18064,57
13.02.2018;18086,25
14.02.2018;18336,55
15.02.2018;18505,31
16.02.2018;18532,41
19.02.2018;18532,41
20.02.2018;18373,96
21.02.2018;18276,57
22.02.2018;18306,38
23.02.2018;18556,15
26.02.2018;18724,85
27.02.2018;18467,34
28.02.2018;18229,36
01.03.2018;18039,81
02.03.2018;18098,71
05.03.2018;18275,74
06.03.2018;18338,85
07.03.2018;18320,9
08.03.2018;18382,29
09.03.2018;18634,09
12.03.2018;18604,71
13.03.2018;18509,43
14.03.2018;18415,51
15.03.2018;18390,3
16.03.2018;18449,72
19.03.2018;18258,15
20.03.2018;18275,85
21.03.2018;18306,57
22.03.2018;17866,76
23.03.2018;17579,53
26.03.2018;17948,41
27.03.2018;17760,26
28.03.2018;17774,43
29.03.2018;17982,44
30.03.2018;17982,44
02.04.2018;17644,34
03.04.2018;17861,64
04.04.2018;18006,46
05.04.2018;18161,61
06.04.2018;17840,94
09.04.2018;17892,04
10.04.2018;18160,55
11.04.2018;18087,19
12.04.2018;18184,31
13.04.2018;18135,47
16.04.2018;18254,72
17.04.2018;18367,13
18.04.2018;18406,81
19.04.2018;18321,8
20.04.2018;18229,64
23.04.2018;18235,02
24.04.2018;18096,32
25.04.2018;18103,48
26.04.2018;18198,03
27.04.2018;18215,5
30.04.2018;18102,73
01.05.2018;18071,55
02.05.2018;17964,1
03.05.2018;17929,75
04.05.2018;18077,85
07.05.2018;18118,93
08.05.2018;18119,74
09.05.2018;18286,83
10.05.2018;18439,33
11.05.2018;18487,4
14.05.2018;18504,07
15.05.2018;18407,4
16.05.2018;18467,58
17.05.2018;18485,17
18.05.2018;18443,83
21.05.2018;18570,62
22.05.2018;18516,99
23.05.2018;18484,32
24.05.2018;18417,7
25.05.2018;18330,21
28.05.2018;18330,21
29.05.2018;18051,65
30.05.2018;18320,71
31.05.2018;18182,22
01.06.2018;18321,23
04.06.2018;18398,74
05.06.2018;18377,6
06.06.2018;18552,27
07.06.2018;18571,3
08.06.2018;18635,52
11.06.2018;18671,75
12.06.2018;18654,9
13.06.2018;18570,32
14.06.2018;18557,66
15.06.2018;18505,07
18.06.2018;18468,03
19.06.2018;18367,22
20.06.2018;18381,51
21.06.2018;18254,66
22.06.2018;18370,61
25.06.2018;18146,19
26.06.2018;18188,38
27.06.2018;18045,64
28.06.2018;18144,42
29.06.2018;18187,06
02.07.2018;18160,77
03.07.2018;18174,18
04.07.2018;18174,18
05.07.2018;18309,11
06.07.2018;18426,54
09.07.2018;18595,68
10.07.2018;18651,16
11.07.2018;18457,52
12.07.2018;18576,13
13.07.2018;18587,99
16.07.2018;18558,76
17.07.2018;18603,38
18.07.2018;18667,46
19.07.2018;18615,9
20.07.2018;18622,23
23.07.2018;18628,27
24.07.2018;18706,97
25.07.2018;18833,4
26.07.2018;18862,23
27.07.2018;18815,62
30.07.2018;18791,76
31.07.2018;18879,82
01.08.2018;18791,23
02.08.2018;18787,7
03.08.2018;18871,17
06.08.2018;18887,88
07.08.2018;18939,48
08.08.2018;18922,64
09.08.2018;18891,7
10.08.2018;18730,67
13.08.2018;18614,61
14.08.2018;18721,7
15.08.2018;18559,01
16.08.2018;18738,34
17.08.2018;18837,94
20.08.2018;18921,95
21.08.2018;18969,03
22.08.2018;18960,08
23.08.2018;18878,57
24.08.2018;18975,57
27.08.2018;19127,51
28.08.2018;19102,69
29.08.2018;19173,48
30.08.2018;19042,38
31.08.2018;19011,38
03.09.2018;19011,38
04.09.2018;18943,71
05.09.2018;18942,63
06.09.2018;18908,31
07.09.2018;18869,37
10.09.2018;18895,05
11.09.2018;18930,45
12.09.2018;18986,07
13.09.2018;19056,42
14.09.2018;19082,57
17.09.2018;19055,88
18.09.2018;19144,14
19.09.2018;19188,19
20.09.2018;19339,9
21.09.2018;19358
24.09.2018;19250,3
25.09.2018;19249,54
26.09.2018;19163,79
27.09.2018;19174,98
28.09.2018;19142,41
01.10.2018;19205,91
02.10.2018;19177,72
03.10.2018;19196,13
04.10.2018;19089,39
05.10.2018;19016,68
08.10.2018;19028,67
09.10.2018;18976,63
10.10.2018;18481,56
11.10.2018;18083,99
12.10.2018;18217,65
15.10.2018;18198,07
16.10.2018;18521,68
17.10.2018;18474,22
18.10.2018;18230,5
19.10.2018;18248,29
22.10.2018;18127,89
23.10.2018;18000,81
24.10.2018;17536,26
25.10.2018;17754,95
26.10.2018;17547,15
29.10.2018;17496,91
30.10.2018;17772,96
31.10.2018;17888,14
01.11.2018;18106,45
02.11.2018;18057,49
05.11.2018;18208,21
06.11.2018;18290,38
07.11.2018;18582,3
08.11.2018;18507,37
09.11.2018;18388,5
12.11.2018;18103,93
13.11.2018;18082,06
14.11.2018;18007,11
15.11.2018;18142,2
16.11.2018;18200,72
19.11.2018;18026,42
20.11.2018;17687,26
21.11.2018;17798,9
22.11.2018;17798,9
23.11.2018;17672,15
26.11.2018;17887,67
27.11.2018;17897,79
28.11.2018;18235,97
29.11.2018;18199,34
30.11.2018;18303,73
03.12.2018;18480,18
04.12.2018;17958,84
05.12.2018;17958,84
06.12.2018;17849,32
07.12.2018;17554,59
10.12.2018;17477,7
11.12.2018;17436,58
12.12.2018;17558,45
13.12.2018;17550,49
14.12.2018;17288,24
17.12.2018;16960,71
18.12.2018;16917,44
19.12.2018;16727,73
20.12.2018;16508,93
21.12.2018;16235,4
24.12.2018;15843,85
25.12.2018;15843,85
26.12.2018;16483,76
27.12.2018;16606,37
28.12.2018;16619,83
31.12.2018;16744,97
01.01.2019;16744,97
02.01.2019;16758,52
03.01.2019;16477,41
04.01.2019;16982,4
07.01.2019;17089,44
08.01.2019;17253,14
09.01.2019;17350,66
10.01.2019;17440,46
11.01.2019;17453,35
14.01.2019;17383,29
15.01.2019;17486,24
16.01.2019;17544,06
17.01.2019;17673,88
18.01.2019;17906,07
21.01.2019;17906,07
22.01.2019;17682,18
23.01.2019;17714,78
24.01.2019;17727,99
25.01.2019;17872,74
28.01.2019;17781,17
29.01.2019;17819,27
30.01.2019;18015,83
31.01.2019;18132,9
01.02.2019;18180,46
04.02.2019;18257,73
05.02.2019;18326,26
06.02.2019;18282,92
07.02.2019;18132,84
08.02.2019;18131,75
11.02.2019;18140,47
12.02.2019;18349,08
13.02.2019;18404,38
14.02.2019;18364,42
15.02.2019;18606,96
18.02.2019;18606,96
19.02.2019;18645,29
20.02.2019;18712,67
21.02.2019;18642,08
22.02.2019;18750,58
25.02.2019;18761,5
26.02.2019;18741,82
27.02.2019;18749,65
28.02.2019;18690,81
01.03.2019;18775,06
04.03.2019;18687,5
05.03.2019;18669,22
06.03.2019;18541,66
07.03.2019;18409,23
08.03.2019;18369,44
11.03.2019;18586,06
12.03.2019;18618,75
13.03.2019;18755,6
14.03.2019;18741,98
15.03.2019;18826,36
18.03.2019;18923,85
19.03.2019;18893,93
20.03.2019;18804,4
21.03.2019;18929,33
22.03.2019;18571,48
25.03.2019;18567,38
26.03.2019;18724,04
27.03.2019;18651,23
28.03.2019;18718,24
29.03.2019;18814,65
01.04.2019;19021,66
02.04.2019;18996,78
03.04.2019;19018,55
04.04.2019;19075,63
05.04.2019;19163,24
08.04.2019;19187,82
09.04.2019;19055,46
10.04.2019;19112,86
11.04.2019;19112,84
12.04.2019;19237,28
15.04.2019;19219,08
16.04.2019;19212,51
17.04.2019;19147,49
18.04.2019;19171,17
19.04.2019;19171,17
22.04.2019;19159,25
23.04.2019;19278,95
24.04.2019;19217,23
25.04.2019;19161,41
26.04.2019;19278,14
29.04.2019;19305,21
30.04.2019;19384,35
01.05.2019;19214,6
02.05.2019;19191,49
03.05.2019;19354,52
06.05.2019;19267,43
07.05.2019;18973,89
08.05.2019;18956,76
09.05.2019;18912,92
10.05.2019;19001,32
13.05.2019;18614,67
14.05.2019;18756,47
15.05.2019;18807,2
16.05.2019;18947,23
17.05.2019;18829,23
20.05.2019;18770,08
21.05.2019;18925,72
22.05.2019;18853,85
23.05.2019;18638,06
24.05.2019;18724,71
27.05.2019;18724,71
28.05.2019;18553,26
29.05.2019;18435,19
30.05.2019;18449,51
31.05.2019;18262,44
03.06.2019;18378,18
04.06.2019;18705,6
05.06.2019;18788,03
06.06.2019;18883,24
07.06.2019;19021
10.06.2019;19074,95
11.06.2019;19094,07
12.06.2019;19051,26
13.06.2019;19121,53
14.06.2019;19063,9
17.06.2019;19046,74
18.06.2019;19244,79
19.06.2019;19314,91
20.06.2019;19506,69
21.06.2019;19456
24.06.2019;19420,43
25.06.2019;19296,2
26.06.2019;19259,45
27.06.2019;19345,49
28.06.2019;19472,83
01.07.2019;19590,12
02.07.2019;19627,35
03.07.2019;19761,12
04.07.2019;19761,12
05.07.2019;19719,9
08.07.2019;19625,76
09.07.2019;19616,43
10.07.2019;19671
11.07.2019;19709,59
12.07.2019;19765,3
15.07.2019;19763,57
16.07.2019;19707,06
17.07.2019;19594,99
18.07.2019;19669,73
19.07.2019;19585,84
22.07.2019;19582,99
23.07.2019;19714,46
24.07.2019;19772,68
25.07.2019;19674,72
26.07.2019;19773,91
29.07.2019;19754,98
30.07.2019;19703,76
31.07.2019;19524,25
01.08.2019;19308,5
02.08.2019;19188,85
05.08.2019;18678,23
06.08.2019;18874
07.08.2019;18881,46
08.08.2019;19187,38
09.08.2019;19069,27
12.08.2019;18829,93
13.08.2019;19037,73
14.08.2019;18507,55
15.08.2019;18577,73
16.08.2019;18837,43
19.08.2019;19000,39
20.08.2019;18868,9
21.08.2019;19015,64
22.08.2019;19003,76
23.08.2019;18596,84
26.08.2019;18753,57
27.08.2019;18685,6
28.08.2019;18816,69
29.08.2019;19036,84
30.08.2019;19088,76
02.09.2019;19088,76
03.09.2019;18980,26
04.09.2019;19181,07
05.09.2019;19369,9
06.09.2019;19394,66
09.09.2019;19437,28
10.09.2019;19487,78
11.09.2019;19622,37
12.09.2019;19675,04
13.09.2019;19693,54
16.09.2019;19669,63
17.09.2019;19705,01
18.09.2019;19687,03
19.09.2019;19677,44
20.09.2019;19651,38
23.09.2019;19639,61
24.09.2019;19501,39
25.09.2019;19570,84
26.09.2019;19559,54
27.09.2019;19479,43
30.09.2019;19530,39
01.10.2019;19276,13
02.10.2019;18935,74
03.10.2019;19056,79
04.10.2019;19275,9
07.10.2019;19195,19
08.10.2019;18914,99
09.10.2019;19072,31
10.10.2019;19187,01
11.10.2019;19431,45
14.10.2019;19385,31
15.10.2019;19550,41
16.10.2019;19534,95
17.10.2019;19603,19
18.10.2019;19554,76
21.10.2019;19678,6
22.10.2019;19654,4
23.10.2019;19719,93
24.10.2019;19726,82
25.10.2019;19768,25
28.10.2019;19828,69
29.10.2019;19863,85
30.10.2019;19918,04
31.10.2019;19811,53
01.11.2019;20006,98
04.11.2019;20090,29
05.11.2019;20066,53
06.11.2019;20084,98
07.11.2019;20160,19
08.11.2019;20183,66
11.11.2019;20154,02
12.11.2019;20154,11
13.11.2019;20151,03
14.11.2019;20170,54
15.11.2019;20326,13
18.11.2019;20313,36
19.11.2019;20289,39
20.11.2019;20219,13
21.11.2019;20201,25
22.11.2019;20253,42
25.11.2019;20394,47
26.11.2019;20435,5
27.11.2019;20511,73
28.11.2019;20511,73
29.11.2019;20422,38
02.12.2019;20277,22
03.12.2019;20154,11
04.12.2019;20294,29
05.12.2019;20335,62
06.12.2019;20496,73
09.12.2019;20448,19
10.12.2019;20434,6
11.12.2019;20487,22
12.12.2019;20666,76
13.12.2019;20670,79
16.12.2019;20819,28
17.12.2019;20820,39
18.12.2019;20827,92
19.12.2019;20879,41
20.12.2019;20966,95
23.12.2019;20983,19
24.12.2019;20977,29
25.12.2019;20977,29
26.12.2019;21048,72
27.12.2019;21055,89
30.12.2019;20958,5
31.12.2019;21015,83
01.01.2020;21015,83
02.01.2020;21154
03.01.2020;21027,22
06.01.2020;21066,05
07.01.2020;21001,91
08.01.2020;21057,03
09.01.2020;21158,82
10.01.2020;21098,94
13.01.2020;21227,05
14.01.2020;21220,79
15.01.2020;21245,6
16.01.2020;21380,44
17.01.2020;21443,53
20.01.2020;21443,53
21.01.2020;21333,28
22.01.2020;21334,46
23.01.2020;21323,65
24.01.2020;21138,29
27.01.2020;20822,45
28.01.2020;20986,2
29.01.2020;20935,62
30.01.2020;20965,82
31.01.2020;20592,97
03.02.2020;20689,81
04.02.2020;20969,62
05.02.2020;21214,81
06.02.2020;21232,52
07.02.2020;21078,81
10.02.2020;21161,58
11.02.2020;21267,85
12.02.2020;21393,99
13.02.2020;21348,67
14.02.2020;21349,97
17.02.2020;21349,97
18.02.2020;21262,83
19.02.2020;21336,21
20.02.2020;21300,45
21.02.2020;21171,79
24.02.2020;20505,58
25.02.2020;19914,37
26.02.2020;19767,37
27.02.2020;19020,19
28.02.2020;18771,42
02.03.2020;19449,67
03.03.2020;19023,89
04.03.2020;19733,24
05.03.2020;19106,08
06.03.2020;18743,67
09.03.2020;17146,82
10.03.2020;17898,55
11.03.2020;16965,08
12.03.2020;15273,11
13.03.2020;16480,57
16.03.2020;14530,77
17.03.2020;15284,39
18.03.2020;14253,65
19.03.2020;14373,33
20.03.2020;13876,33
23.03.2020;13335,83
24.03.2020;14675,68
25.03.2020;15136,38
26.03.2020;16015,13
27.03.2020;15485,92
30.03.2020;15868,64
31.03.2020;15667,62
01.04.2020;14972,83
02.04.2020;15305,2
03.04.2020;15030,58
06.04.2020;15996,81
07.04.2020;16031,07
08.04.2020;16592,41
09.04.2020;16951,15
10.04.2020;16951,15
13.04.2020;16666,82
14.04.2020;17007,91
15.04.2020;16509,33
16.04.2020;16470,12
17.04.2020;17065,08
20.04.2020;16753,99
21.04.2020;16302,93
22.04.2020;16612,06
23.04.2020;16625,95
24.04.2020;16781,28
27.04.2020;17157,65
28.04.2020;17241,35
29.04.2020;17697,03
30.04.2020;17323,2
01.05.2020;16846,79
04.05.2020;16843,47
05.05.2020;16965,06
06.05.2020;16759,08
07.05.2020;16951,01
08.05.2020;17308,46
11.05.2020;17197,33
12.05.2020;16856,2
13.05.2020;16512,68
14.05.2020;16669,67
15.05.2020;16702,33
18.05.2020;17400,45
19.05.2020;17168,02
20.05.2020;17429,41
21.05.2020;17332,03
22.05.2020;17305,25
25.05.2020;17305,25
26.05.2020;17719,72
27.05.2020;18078,1
28.05.2020;18030,52
29.05.2020;18032,05
01.06.2020;18182,15
02.06.2020;18406,11
03.06.2020;18800,65
04.06.2020;18780,76
05.06.2020;19323,37
08.06.2020;19622,3
09.06.2020;19292,63
10.06.2020;19032,52
11.06.2020;17826,17
12.06.2020;18150,53
15.06.2020;18267,45
16.06.2020;18601,9
17.06.2020;18487,7
18.06.2020;18468,89
19.06.2020;18330,36
22.06.2020;18405,06
23.06.2020;18479,78
24.06.2020;17942,51
25.06.2020;18157,26
26.06.2020;17758,95
29.06.2020;18027,67
30.06.2020;18207,22
01.07.2020;18222,1
02.07.2020;18363,05
03.07.2020;18363,05
06.07.2020;18622,39
07.07.2020;18362,37
08.07.2020;18510,53
09.07.2020;18276,95
10.07.2020;18502,26
13.07.2020;18408,99
14.07.2020;18702,47
15.07.2020;18989,77
16.07.2020;18927,3
17.07.2020;19009,08
20.07.2020;18994,13
21.07.2020;19171,78
22.07.2020;19264,85
23.07.2020;19177,46
24.07.2020;19103,54
27.07.2020;19243,58
28.07.2020;19148,94
29.07.2020;19422,52
30.07.2020;19216,1
31.07.2020;19114,24
03.08.2020;19225,03
04.08.2020;19340,58
05.08.2020;19523,8
06.08.2020;19523,64
07.08.2020;19582,4
10.08.2020;19702,52
11.08.2020;19710,96
12.08.2020;19906,46
13.08.2020;19832,16
14.08.2020;19809,18
17.08.2020;19861,42
18.08.2020;19825,29
19.08.2020;19748,37
20.08.2020;19676,97
21.08.2020;19672,58
24.08.2020;19926,66
25.08.2020;19971,86
26.08.2020;20037,37
27.08.2020;20078,89
28.08.2020;20238,66
31.08.2020;20048,75
01.09.2020;20153,75
02.09.2020;20406,97
03.09.2020;19935,17
04.09.2020;19859,92
07.09.2020;19859,92
08.09.2020;19508,96
