,X,FilingDate,TradeDate,Ticker,CompanyName,InsiderName,Title,TradeType,Price,Qty,Owned,delta_Own,Value,1d,1w,1m,6m,ticker
137,D,2019-08-13 16:54:44,2019-08-09,CL,Colgate Palmolive Co,Cahill John T,Dir,S - Sale+OE,71.43,-8000,45469,-15%,-571447.0,,,,,VEL+PR+E+CL
138,D,2019-08-12 16:57:17,2019-08-08,CL,Colgate Palmolive Co,Parameswaran Prabha,"Grp Pres, Glbl Innov., AF, Eus",S - Sale+OE,70.68,-55835,24645,-69%,-3946546.0,,,,,VEL+PR+E+CL
139,M,2019-08-09 17:14:01,2019-07-25,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,62000,24920797,0%,698.0,,,,,VEL+PR+E+CL
140,,2019-08-08 17:37:37,2019-08-06,CL,Colgate Palmolive Co,Parameswaran Prabha,"Grp Pres, Glbl Innov., AF, Eus",S - Sale,69.35,-5000,24645,-17%,-346726.0,,,,,VEL+PR+E+CL
141,DM,2019-08-05 17:06:13,2019-08-01,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale+OE,71.63,-539701,1562954,-26%,-38660497.0,,,,,VEL+PR+E+CL
142,D,2019-08-02 16:34:29,2019-07-31,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale+OE,73.45,-33854,46335,-42%,-2486581.0,,,,,VEL+PR+E+CL
143,DM,2019-08-01 16:54:54,2019-07-30,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale+OE,72.65,-175616,1562954,-10%,-12758106.0,,,,,VEL+PR+E+CL
144,M,2019-07-25 16:48:48,2019-07-16,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,96000,24858797,0%,1186.0,,,,,VEL+PR+E+CL
145,,2019-07-17 17:52:17,2019-07-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,74.19,-19500,1582454,-1%,-1446775.0,,,,,VEL+PR+E+CL
146,M,2019-07-16 14:32:48,2019-07-10,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,59700,24762797,0%,921.0,,,,,VEL+PR+E+CL
147,M,2019-07-10 16:55:03,2019-06-28,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,275000,24703097,+1%,4437.0,,,,,VEL+PR+E+CL
148,,2019-07-01 17:07:59,2019-06-27,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,72.25,-19500,1601129,-1%,-1408785.0,,,,,VEL+PR+E+CL
149,M,2019-06-28 17:12:45,2019-06-18,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,75000,24429097,0%,1211.0,,,,,VEL+PR+E+CL
150,,2019-06-19 17:19:20,2019-06-17,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale,72.93,-473,97251,0%,-34496.0,,,,,VEL+PR+E+CL
151,M,2019-06-18 18:11:09,2019-06-13,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,52000,24354097,0%,636.0,,,,,VEL+PR+E+CL
152,,2019-06-17 17:13:18,2019-06-13,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,72.44,-19500,1620629,-1%,-1412664.0,,,,,VEL+PR+E+CL
153,M,2019-06-11 17:20:50,2019-06-05,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,111000,24302097,0%,1256.0,,,,,VEL+PR+E+CL
154,,2019-06-06 17:33:54,2019-06-04,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,34000,24191097,0%,425.0,,,,,VEL+PR+E+CL
155,M,2019-06-06 17:21:59,2019-05-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,191000,24157097,+1%,2294.0,,,,,VEL+PR+E+CL
156,M,2019-05-30 17:46:43,2019-05-28,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,490500,23966097,+2%,5180.0,,,,,VEL+PR+E+CL
157,,2019-05-30 16:34:06,2019-05-29,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,69.92,-19500,1640129,-1%,-1363407.0,,,,,VEL+PR+E+CL
158,,2019-05-29 11:17:15,2019-05-24,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,181000,23475597,+1%,1725.0,,,,,VEL+PR+E+CL
159,M,2019-05-29 11:06:09,2019-05-22,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,374200,23294597,+2%,3797.0,,,,,VEL+PR+E+CL
160,M,2019-05-22 16:52:14,2019-05-20,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,43000,21877397,0%,472.0,,,,,VEL+PR+E+CL
161,M,2019-05-17 16:35:46,2019-05-13,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,81500,21834397,0%,1037.0,,,,,VEL+PR+E+CL
162,,2019-05-17 16:34:36,2019-05-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,71.2,-19500,1659100,-1%,-1388464.0,,,,,VEL+PR+E+CL
163,D,2019-05-16 16:57:59,2019-05-14,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,71.66,-8800,90578,-9%,-630636.0,,,,,VEL+PR+E+CL
164,M,2019-05-13 15:53:18,2019-05-07,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,160774,21752897,+1%,1904.0,,,,,VEL+PR+E+CL
165,,2019-05-09 16:12:57,2019-05-07,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale,70.59,-14039,97810,-13%,-990998.0,,,,,VEL+PR+E+CL
166,D,2019-05-09 16:05:02,2019-05-07,CL,Colgate Palmolive Co,Skala Justin,"EVP, Chief Gwth, Strtgy Off",S - Sale+OE,70.78,-92643,203647,-31%,-6557336.0,,,,,VEL+PR+E+CL
167,M,2019-05-08 12:36:16,2019-05-02,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,255000,21592123,+1%,2859.0,,,,,VEL+PR+E+CL
168,D,2019-05-07 18:31:09,2019-05-03,CL,Colgate Palmolive Co,Gayle Helene D,Dir,S - Sale+OE,71.95,-5780,32569,-15%,-415846.0,,,,,VEL+PR+E+CL
169,M,2019-05-07 15:28:53,2019-05-01,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,179000,21337123,+1%,1974.0,,,,,VEL+PR+E+CL
170,D,2019-05-03 16:50:25,2019-05-02,CL,Colgate Palmolive Co,Sadove Stephen I,Dir,S - Sale+OE,71.55,-8000,31441,-20%,-572438.0,,,,,VEL+PR+E+CL
171,D,2019-05-03 16:50:21,2019-05-01,CL,Colgate Palmolive Co,Wallace Noel R.,"Pres, CEO",S - Sale+OE,71.89,-84351,240922,-26%,-6064280.0,,,,,VEL+PR+E+CL
172,D,2019-05-03 16:50:17,2019-05-01,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale+OE,71.85,-36878,111849,-25%,-2649806.0,,,,,VEL+PR+E+CL
173,,2019-05-01 16:45:08,2019-04-29,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,71.28,-19500,1678600,-1%,-1389925.0,,,,,VEL+PR+E+CL
174,M,2019-04-29 16:52:57,2019-04-26,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,40000,21158123,0%,596.0,,,,,VEL+PR+E+CL
175,AM,2019-04-26 14:01:15,2019-04-22,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,59000,21118123,0%,698.0,,,,,VEL+PR+E+CL
176,,2019-04-25 17:13:18,2019-04-25,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,57000,21116123,0%,673.0,,,,,VEL+PR+E+CL
177,M,2019-04-24 17:10:49,2019-04-15,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.01,48000,21063123,0%,676.0,,,,,VEL+PR+E+CL
178,,2019-04-17 16:33:36,2019-04-15,CL,Colgate Palmolive Co,Cook Ian M,Exec COB,S - Sale,68.61,-17750,1698100,-1%,-1217820.0,,,,,VEL+PR+E+CL
179,M,2019-04-12 16:30:30,2019-04-10,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,13500,21015123,0%,230.0,,,,,VEL+PR+E+CL
180,,2019-04-09 16:47:45,2019-03-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,5000,26788897,0%,85.0,,,,,VEL+PR+E+CL
181,M,2019-04-04 16:45:12,2019-03-27,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,36000,22001623,0%,632.0,,,,,VEL+PR+E+CL
182,M,2019-04-01 16:46:21,2019-03-28,CL,Colgate Palmolive Co,Cook Ian M,"COB, CEO",S - Sale,67.37,-17750,1715687,-1%,-1195859.0,,,,,VEL+PR+E+CL
183,M,2019-03-28 16:43:37,2019-03-25,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,54000,21965623,0%,983.0,,,,,VEL+PR+E+CL
184,M,2019-03-26 16:37:13,2019-03-15,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,22000,26783897,0%,414.0,,,,,VEL+PR+E+CL
185,,2019-03-22 15:42:34,2019-03-15,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,2000,26761897,0%,42.0,,,,,VEL+PR+E+CL
186,M,2019-03-22 15:38:15,2019-03-19,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,43000,21911623,0%,827.0,,,,,VEL+PR+E+CL
187,M,2019-03-20 16:45:45,2019-03-13,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,54500,21868623,0%,1099.0,,,,,VEL+PR+E+CL
188,,2019-03-19 17:04:22,2019-03-15,CL,Colgate Palmolive Co,Cook Ian M,"COB, CEO",S - Sale,66.72,-16000,1733437,-1%,-1067571.0,,,,,VEL+PR+E+CL
189,M,2019-03-14 17:00:20,2019-03-08,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,21000,21814123,0%,413.0,,,,,VEL+PR+E+CL
190,M,2019-03-13 16:42:41,2019-02-25,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,56000,26759897,0%,1151.0,,,,,VEL+PR+E+CL
191,M,2019-03-08 14:53:34,2019-03-05,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,103500,21793123,0%,2040.0,,,,,VEL+PR+E+CL
192,M,2019-03-06 16:41:39,2019-02-27,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,46500,21689623,0%,966.0,,,,,VEL+PR+E+CL
193,M,2019-02-25 17:16:21,2019-02-19,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,50000,21603123,0%,1159.0,,,,,VEL+PR+E+CL
194,,2019-02-21 17:10:16,2019-02-19,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,66.34,-535,90074,-1%,-35492.0,,,,,VEL+PR+E+CL
195,,2019-02-21 17:03:34,2019-02-19,CL,Colgate Palmolive Co,Wallace Noel R.,"Pres, COO",S - Sale,66.43,-4541,232218,-2%,-301648.0,,,,,VEL+PR+E+CL
196,,2019-02-21 17:02:06,2019-02-19,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale,66.38,-2218,56572,-4%,-147231.0,,,,,VEL+PR+E+CL
197,,2019-02-21 17:00:52,2019-02-19,CL,Colgate Palmolive Co,Skala Justin,"EVP, Chief Gwth, Strtgy Off",S - Sale,66.39,-4488,203125,-2%,-297948.0,,,,,VEL+PR+E+CL
198,,2019-02-21 16:55:04,2019-02-19,CL,Colgate Palmolive Co,Marsili Daniel B,CHRO,S - Sale,66.3,-3247,85280,-4%,-215276.0,,,,,VEL+PR+E+CL
199,,2019-02-21 16:54:02,2019-02-19,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale,66.39,-969,41479,-2%,-64330.0,,,,,VEL+PR+E+CL
200,,2019-02-21 16:52:47,2019-02-19,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale,66.29,-1512,111545,-1%,-100230.0,,,,,VEL+PR+E+CL
201,,2019-02-21 16:50:39,2019-02-19,CL,Colgate Palmolive Co,Hickey Dennis J,Vice COB,S - Sale,66.37,-6060,474891,-1%,-402174.0,,,,,VEL+PR+E+CL
202,,2019-02-21 16:49:32,2019-02-19,CL,Colgate Palmolive Co,Daniels Jennifer,"CLO, Secretary",S - Sale,66.39,-3498,39398,-8%,-232246.0,,,,,VEL+PR+E+CL
203,,2019-02-21 16:48:26,2019-02-19,CL,Colgate Palmolive Co,Cook Ian M,"COB, CEO",S - Sale,66.31,-22634,1748555,-1%,-1500831.0,,,,,VEL+PR+E+CL
204,,2019-02-21 10:54:00,2019-02-15,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,17000,21553123,0%,389.0,,,,,VEL+PR+E+CL
205,M,2019-02-21 10:43:27,2019-02-14,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,174000,21536123,+1%,3932.0,,,,,VEL+PR+E+CL
206,,2019-02-15 09:40:53,2019-02-12,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,17500,21362123,0%,390.0,,,,,VEL+PR+E+CL
207,,2019-02-15 09:36:01,2019-02-12,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.02,213000,42664246,+1%,4807.0,,,,,VEL+PR+E+CL
208,M,2019-02-11 16:49:38,2019-02-06,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,38000,21131623,0%,985.0,,,,,VEL+PR+E+CL
209,,2019-02-08 15:12:00,2019-02-04,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,4000,26703897,0%,103.0,,,,,VEL+PR+E+CL
210,M,2019-02-05 17:15:05,2019-01-30,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,46000,21093623,0%,1188.0,,,,,VEL+PR+E+CL
211,D,2019-02-01 16:35:36,2019-01-31,CL,Colgate Palmolive Co,Cahill John T,Dir,S - Sale+OE,64.46,-5780,42668,-12%,-372590.0,,,,,VEL+PR+E+CL
212,M,2019-01-31 17:50:26,2019-01-28,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,59000,21052623,0%,1696.0,,,,,VEL+PR+E+CL
213,M,2019-01-29 16:53:19,2019-01-22,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,120500,20993623,+1%,3306.0,,,,,VEL+PR+E+CL
214,,2019-01-24 17:16:35,2019-01-18,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,10000,26699897,0%,276.0,,,,,VEL+PR+E+CL
215,M,2019-01-23 15:30:32,2019-01-17,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,65500,20873123,0%,1774.0,,,,,VEL+PR+E+CL
216,M,2019-01-18 17:22:19,2019-01-15,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,161500,20807623,+1%,5056.0,,,,,VEL+PR+E+CL
217,,2019-01-15 17:29:54,2019-01-14,ENDV,"Endonovo Therapeutics, Inc.",Collier Alan Brian,CEO,P - Purchase,0.03,45000,20646123,0%,1487.0,,,,,VEL+PR+E+CL
218,M,2019-01-15 17:18:48,2019-01-09,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,21000,26689897,0%,498.0,,,,,VEL+PR+E+CL
219,M,2019-01-09 16:33:51,2019-01-03,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,8200,26668897,0%,154.0,,,,,VEL+PR+E+CL
220,M,2019-01-03 15:52:39,2018-12-27,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,41100,26660697,0%,772.0,,,,,VEL+PR+E+CL
221,M,2018-12-31 14:13:10,2018-12-24,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,30500,26619597,0%,605.0,,,,,VEL+PR+E+CL
222,M,2018-12-31 13:39:17,2018-12-21,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,83199,26589097,0%,1739.0,,,,,VEL+PR+E+CL
223,,2018-12-31 12:44:14,2018-12-21,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,138000,26505898,+1%,2543.0,,,,,VEL+PR+E+CL
224,M,2018-12-20 11:50:23,2018-12-14,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,9000,26367898,0%,195.0,,,,,VEL+PR+E+CL
225,M,2018-12-14 17:04:27,2018-12-11,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,17000,26358898,0%,375.0,,,,,VEL+PR+E+CL
226,M,2018-12-11 17:04:26,2018-12-07,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.02,28200,26341898,0%,672.0,,,,,VEL+PR+E+CL
227,M,2018-12-07 16:31:44,2018-12-04,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,26600,26313698,0%,782.0,,,,,VEL+PR+E+CL
228,M,2018-12-06 16:41:34,2018-11-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,34100,26287098,0%,964.0,,,,,VEL+PR+E+CL
229,M,2018-11-29 17:07:50,2018-11-27,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,35500,26252998,0%,1022.0,,,,,VEL+PR+E+CL
230,M,2018-11-27 17:22:44,2018-11-21,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,20000,26217498,0%,589.0,,,,,VEL+PR+E+CL
231,M,2018-11-27 17:04:13,2018-11-20,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,36000,26197498,0%,1010.0,,,,,VEL+PR+E+CL
232,M,2018-11-20 15:26:47,2018-11-14,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.03,14000,26161498,0%,483.0,,,,,VEL+PR+E+CL
233,M,2018-11-13 17:20:02,2018-11-07,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.04,15000,26147498,0%,589.0,,,,,VEL+PR+E+CL
234,M,2018-11-07 16:43:35,2018-11-02,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.04,8000,26132498,0%,309.0,,,,,VEL+PR+E+CL
235,M,2018-11-02 16:52:16,2018-10-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.04,34000,26124498,0%,1320.0,,,,,VEL+PR+E+CL
236,M,2018-10-29 17:06:46,2018-10-23,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.04,8000,26090498,0%,339.0,,,,,VEL+PR+E+CL
237,M,2018-10-23 14:23:50,2018-10-17,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.04,18000,26082498,0%,768.0,,,,,VEL+PR+E+CL
238,M,2018-10-19 15:50:23,2018-10-15,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.05,35600,26064498,0%,1687.0,,,,,VEL+PR+E+CL
239,M,2018-10-16 16:59:06,2018-10-09,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.05,18000,26028898,0%,888.0,,,,,VEL+PR+E+CL
240,M,2018-10-09 17:35:58,2018-10-05,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.05,17000,26010898,0%,872.0,,,,,VEL+PR+E+CL
241,M,2018-10-05 17:41:41,2018-10-01,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,Pres,P - Purchase,0.05,15000,25993898,0%,798.0,,,,,VEL+PR+E+CL
242,M,2018-10-02 16:42:03,2018-09-26,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.06,22000,25970898,0%,1274.0,,,,,VEL+PR+E+CL
243,M,2018-09-25 12:34:24,2018-09-18,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.05,20100,25948898,0%,1004.0,,,,,VEL+PR+E+CL
244,M,2018-09-20 12:16:46,2018-09-14,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,12000,25928798,0%,516.0,,,,,VEL+PR+E+CL
245,M,2018-09-14 11:02:15,2018-09-10,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,7000,25916798,0%,273.0,,,,,VEL+PR+E+CL
246,,2018-09-13 16:35:00,2018-09-11,CL,Colgate Palmolive Co,Jakobsen Henning I,CFO,S - Sale,67.05,-1015,42383,-2%,-68060.0,,,,,VEL+PR+E+CL
247,,2018-09-13 16:34:55,2018-09-11,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale,67.05,-462,89269,-1%,-30978.0,,,,,VEL+PR+E+CL
248,,2018-09-11 15:34:13,2018-09-07,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,15600,25909798,0%,599.0,,,,,VEL+PR+E+CL
249,,2018-09-10 14:36:05,2018-09-06,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,1000,25894198,0%,40.0,,,,,VEL+PR+E+CL
250,M,2018-09-10 14:34:06,2018-09-05,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,38000,25893198,0%,1685.0,,,,,VEL+PR+E+CL
251,M,2018-09-06 13:32:47,2018-08-30,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.05,27500,25855198,0%,1351.0,,,,,VEL+PR+E+CL
252,,2018-09-05 18:57:08,2018-08-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,4100,25827698,0%,171.0,,,,,VEL+PR+E+CL
253,,2018-09-05 18:52:06,2018-08-29,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,35500,25823598,0%,1433.0,,,,,VEL+PR+E+CL
254,,2018-08-29 12:48:12,2018-08-28,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,2000,25788098,0%,86.0,,,,,VEL+PR+E+CL
255,M,2018-08-29 12:46:38,2018-08-27,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.04,63400,25786098,0%,2378.0,,,,,VEL+PR+E+CL
256,M,2018-08-28 14:07:46,2018-08-22,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.02,63500,25722698,0%,1552.0,,,,,VEL+PR+E+CL
257,M,2018-08-22 14:38:06,2018-08-17,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,25000,25659198,0%,630.0,,,,,VEL+PR+E+CL
258,M,2018-08-22 14:30:02,2018-08-15,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.02,67000,25634198,0%,1551.0,,,,,VEL+PR+E+CL
259,,2018-08-17 10:40:46,2018-08-14,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.02,58200,25567198,0%,1153.0,,,,,VEL+PR+E+CL
260,,2018-08-16 11:27:10,2018-08-13,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,53000,25508998,0%,1378.0,,,,,VEL+PR+E+CL
261,M,2018-08-16 11:08:31,2018-08-07,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,48500,25455998,0%,1402.0,,,,,VEL+PR+E+CL
262,DM,2018-08-15 16:42:48,2018-08-13,CL,Colgate Palmolive Co,Shotts Philip G.,"VP, Controller",S - Sale+OE,65.44,-17000,89468,-16%,-1112467.0,,,,,VEL+PR+E+CL
263,D,2018-08-15 16:42:41,2018-08-14,CL,Colgate Palmolive Co,Hickey Dennis J,Vice COB,S - Sale+OE,65.72,-120000,480178,-20%,-7886040.0,,,,,VEL+PR+E+CL
264,D,2018-08-15 16:41:34,2018-08-13,CL,Colgate Palmolive Co,Moison Franck J,Vice COB,S - Sale+OE,65.24,-15000,230869,-6%,-978572.0,,,,,VEL+PR+E+CL
265,D,2018-08-15 16:41:30,2018-08-13,CL,Colgate Palmolive Co,Deoras Mukul,CMO,S - Sale+OE,65.1,-11334,40746,-22%,-737863.0,,,,,VEL+PR+E+CL
266,D,2018-08-14 16:42:32,2018-08-10,CL,Colgate Palmolive Co,Huston John J,"SVP, Chief of Staff",S - Sale+OE,65.56,-19774,120848,-14%,-1296465.0,,,,,VEL+PR+E+CL
267,M,2018-08-08 13:21:28,2018-08-02,ENDV,"Endonovo Therapeutics, Inc.",Mann Michael Scott,"Pres, 10%",P - Purchase,0.03,58000,25407498,0%,1737.0,,,,,VEL+PR+E+CL
268,D,2018-08-07 16:30:16,2018-08-03,CL,Colgate Palmolive Co,Moison Franck J,Vice COB,S - Sale+OE,68.04,-10000,230869,-4%,-680415.0,,,,,VEL+PR+E+CL
269,DM,2018-08-03 17:07:31,2018-08-01,CL,Colgate Palmolive Co,Moison Franck J,Vice COB,S - Sale+OE,66.25,-45000,230869,-16%,-2981262.0,,,,,VEL+PR+E+CL
270,D,2018-08-03 17:07:27,2018-08-02,CL,Colgate Palmolive Co,Skala Justin,"EVP, Chief Gwth, Strtgy Off",S - Sale+OE,66.36,-90069,206502,-30%,-5976988.0,,,,,VEL+PR+E+CL
271,D,2018-08-03 17:07:22,2018-08-01,CL,Colgate Palmolive Co,Verduin Patricia,CTO,S - Sale+OE,65.88,-46500,58564,-44%,-3063206.0,,,,,VEL+PR+E+CL
