,X,Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
41,,2021-06-10 10:24:36,2021-06-10,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$25.35,200,3786,+6%,"+$5,070",,,,,TRMD+A
42,,2021-06-10 09:29:09,2021-06-09,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$25.20,300,7000,+4%,"+$7,560",,,,,TRMD+A
43,,2021-06-01 10:23:08,2021-05-27,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$25.41,200,3150,+7%,"+$5,082",,,,,TRMD+A
44,,2021-05-28 12:07:52,2021-05-28,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$25.47,356,5048,+8%,"+$9,066",,,,,TRMD+A
45,,2021-05-28 12:02:03,2021-05-28,ATLO,Ames National Corp,Cassabaum Michelle R,Dir,P - Purchase,$25.47,321,1766,+22%,"+$8,175",,,,,TRMD+A
46,,2021-05-27 09:13:35,2021-05-26,ATLO,Ames National Corp,Putzier Jeffrey K,President of Subsidiary Bank,P - Purchase,$25.00,200,3027,+7%,"+$5,000",,,,,TRMD+A
47,,2021-05-26 09:09:47,2021-05-25,ATLO,Ames National Corp,Snodgrass Adam,President of subsidiary bank,P - Purchase,$25.70,200,200,New,"+$5,140",,,,,TRMD+A
48,,2021-05-13 12:07:30,2021-05-12,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$24.27,500,3586,+16%,"+$12,135",,,,,TRMD+A
49,,2021-05-03 10:08:28,2021-04-30,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$25.33,57,4692,+1%,"+$1,444",,,,,TRMD+A
50,,2021-05-03 09:39:05,2021-04-30,ATLO,Ames National Corp,Cassabaum Michelle R,Dir,P - Purchase,$25.33,46,1445,+3%,"+$1,165",,,,,TRMD+A
51,,2021-05-03 09:29:54,2021-04-29,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$25.20,200,6700,+3%,"+$5,040",,,,,TRMD+A
52,,2021-04-27 17:00:42,2021-04-27,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$25.30,200,3086,+7%,"+$5,060",,,,,TRMD+A
53,,2021-03-16 11:14:31,2021-03-15,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$26.50,200,6500,+3%,"+$5,300",,,,,TRMD+A
54,,2021-03-12 17:11:03,2021-03-12,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$26.75,35,4635,+1%,+$936,,,,,TRMD+A
55,,2021-03-01 16:13:14,2021-02-26,ATLO,Ames National Corp,Cassabaum Michelle R,Dir,P - Purchase,$23.25,224,1399,+19%,"+$5,208",,,,,TRMD+A
56,,2021-02-23 11:02:51,2021-02-22,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$22.29,300,6300,+5%,"+$6,687",,,,,TRMD+A
57,A,2021-02-18 15:52:59,2021-02-18,ATLO,Ames National Corp,Swartz Kevin L,Dir,P - Purchase,$22.35,400,2080,+24%,"+$8,940",,,,,TRMD+A
58,,2021-02-18 15:40:34,2021-02-01,ATLO,Ames National Corp,Swartz Kevin L,Dir,P - Purchase,$22.35,400,2080,+24%,"+$8,940",,,,,TRMD+A
59,M,2021-02-11 15:46:10,2021-02-10,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$23.02,500,6000,+9%,"+$11,512",,,,,TRMD+A
60,,2021-02-11 11:14:48,2021-02-10,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$23.25,250,2886,+9%,"+$5,813",,,,,TRMD+A
61,,2021-02-02 12:24:10,2021-02-01,ATLO,Ames National Corp,Cassabaum Michelle R,Dir,P - Purchase,$22.85,233,1175,+25%,"+$5,324",,,,,TRMD+A
62,,2020-12-09 09:15:08,2020-12-08,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$22.90,500,5500,+10%,"+$11,450",,,,,TRMD+A
63,,2020-12-03 12:04:58,2020-12-02,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$21.75,300,27500,+1%,"+$6,525",,,,,TRMD+A
64,,2020-11-19 13:47:33,2020-11-17,ATLO,Ames National Corp,Cassabaum Michelle R,Dir,P - Purchase,$20.70,102,942,+12%,"+$2,111",,,,,TRMD+A
65,,2020-11-02 11:20:58,2020-10-29,ATLO,Ames National Corp,Bauer Scott T,President of Subsidiary bank,P - Purchase,$18.79,2015,6262,+47%,"+$37,862",,,,,TRMD+A
66,,2020-09-15 15:03:08,2020-09-15,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$18.70,300,5000,+6%,"+$5,610",,,,,TRMD+A
67,,2020-09-15 09:08:56,2020-09-11,ATLO,Ames National Corp,Nelson John Patrick,President,P - Purchase,$18.58,1346,10936,+14%,"+$25,009",,,,,TRMD+A
68,,2020-09-14 15:20:17,2020-09-11,AT,Ames National Corp,Benson David W.,Dir,P - Purchase,$18.35,100,2049,+5%,"+$1,835",,,,,TRMD+A
69,,2020-09-14 10:06:47,2020-09-10,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$18.50,250,2636,+10%,"+$4,625",,,,,TRMD+A
70,,2020-09-14 10:00:59,2020-09-11,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$18.50,400,4700,+9%,"+$7,400",,,,,TRMD+A
71,,2020-09-09 10:52:33,2020-09-08,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$18.95,300,4300,+8%,"+$5,685",,,,,TRMD+A
72,,2020-08-04 09:15:52,2020-07-31,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$18.50,100,2386,+4%,"+$1,850",,,,,TRMD+A
73,,2020-07-24 16:19:32,2020-07-23,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$19.00,200,1949,+11%,"+$3,800",,,,,TRMD+A
74,,2020-06-15 11:22:55,2020-06-12,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$18.73,700,4000,+21%,"+$13,112",,,,,TRMD+A
75,,2020-06-12 11:14:37,2020-06-11,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$18.75,500,2286,+28%,"+$9,375",,,,,TRMD+A
76,,2020-05-13 15:04:46,2020-05-12,ATLO,Ames National Corp,Eslinger Lisa M,Dir,P - Purchase,$18.25,270,1958,+16%,"+$4,928",,,,,TRMD+A
77,,2020-05-11 10:28:05,2020-05-07,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$18.67,500,3300,+18%,"+$9,335",,,,,TRMD+A
78,,2020-05-06 12:24:30,2020-05-06,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$18.75,500,3385,+17%,"+$9,375",,,,,TRMD+A
79,,2020-05-04 11:26:20,2020-05-01,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$19.30,300,2800,+12%,"+$5,790",,,,,TRMD+A
80,,2020-04-28 09:10:10,2020-04-27,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$19.57,250,365,+217%,"+$4,893",,,,,TRMD+A
81,,2020-04-27 17:42:14,2020-04-24,ATLO,Ames National Corp,Bauer Scott T,President of Subsidiary bank,P - Purchase,$18.50,160,2489,+7%,"+$2,960",,,,,TRMD+A
82,A,2020-03-19 10:36:25,2020-03-12,ATLO,Ames National Corp,Deardorff Kevin G,SVP,P - Purchase,$21.81,2292,2292,New,"+$50,000",,,,,TRMD+A
83,,2020-03-13 11:42:56,2020-03-13,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$22.03,200,1749,+13%,"+$4,405",,,,,TRMD+A
84,,2020-03-13 11:35:30,2020-03-12,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$19.63,400,2500,+19%,"+$7,852",,,,,TRMD+A
85,,2020-03-13 11:24:27,2020-03-12,ATLO,Ames National Corp,Deardorff Kevin G,SVP,P - Purchase,$18.80,2660,2660,New,"+$50,008",,,,,TRMD+A
86,M,2020-03-11 17:08:59,2020-03-10,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$22.91,1335,29300,+5%,"+$30,579",,,,,TRMD+A
87,M,2020-03-11 16:09:45,2020-03-09,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$24.20,500,1549,+48%,"+$12,100",,,,,TRMD+A
88,,2020-03-11 15:59:08,2020-03-10,ATLO,Ames National Corp,Pohlman Thomas H,Dir,P - Purchase,$23.00,500,500,New,"+$11,500",,,,,TRMD+A
89,,2020-03-11 15:52:16,2020-03-11,ATLO,Ames National Corp,Bauer Scott T,President of Subsidiary bank,P - Purchase,$22.50,215,2329,+10%,"+$4,838",,,,,TRMD+A
90,,2020-03-11 15:32:45,2020-03-11,ATLO,Ames National Corp,Pierschbacher John L,CFO,P - Purchase,$22.50,1500,6500,+30%,"+$33,750",,,,,TRMD+A
91,,2020-03-11 12:44:14,2020-03-10,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$25.01,100,2950,+4%,"+$2,501",,,,,TRMD+A
92,,2020-03-11 12:39:13,2020-03-10,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$24.12,400,1786,+29%,"+$9,646",,,,,TRMD+A
93,,2020-03-11 12:25:58,2020-03-10,ATLO,Ames National Corp,Nelson John Patrick,President,P - Purchase,$22.95,1089,9590,+13%,"+$24,993",,,,,TRMD+A
94,,2020-03-02 11:23:24,2020-02-28,ATLO,Ames National Corp,Nelson John Patrick,President,P - Purchase,$25.87,966,8501,+13%,"+$24,990",,,,,TRMD+A
95,,2020-02-20 16:00:56,2020-02-19,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$27.25,100,2850,+4%,"+$2,725",,,,,TRMD+A
96,,2020-02-07 16:38:46,2020-02-07,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$26.98,100,2750,+4%,"+$2,698",,,,,TRMD+A
97,,2019-11-15 16:44:55,2019-11-15,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$27.86,100,2650,+4%,"+$2,786",,,,,TRMD+A
98,,2019-10-30 15:12:34,2019-10-29,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$27.78,100,2550,+4%,"+$2,778",,,,,TRMD+A
99,,2019-08-16 11:15:23,2019-08-15,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$26.12,100,2450,+4%,"+$2,612",,,,,TRMD+A
100,M,2019-08-13 11:15:32,2019-08-09,ATLO,Ames National Corp,Nelson John Patrick,Pres,P - Purchase,$26.15,765,7281,+12%,"+$20,009",,,,,TRMD+A
101,,2019-08-09 15:59:56,2019-08-09,ATLO,Ames National Corp,Pierschbacher John L,CFO,P - Purchase,$26.25,1250,5000,+33%,"+$32,813",,,,,TRMD+A
102,,2019-08-09 10:26:50,2019-08-08,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$26.40,100,2350,+4%,"+$2,640",,,,,TRMD+A
103,,2019-08-05 12:30:32,2019-08-02,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$26.75,150,1386,+12%,"+$4,013",,,,,TRMD+A
104,,2018-12-17 14:09:58,2018-12-14,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$26.10,300,2885,+12%,"+$7,830",,,,,TRMD+A
105,,2018-12-11 13:09:08,2018-12-11,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$26.66,300,5400,+6%,"+$7,999",,,,,TRMD+A
106,,2018-12-11 11:56:46,2018-12-11,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$26.72,52,2250,+2%,"+$1,389",,,,,TRMD+A
107,,2018-12-07 14:14:04,2018-12-06,ATLO,Ames National Corp,McGill Stephen C,President of Subsidiary Bank,P - Purchase,$27.80,100,2198,+5%,"+$2,780",,,,,TRMD+A
108,,2018-12-06 10:12:33,2018-12-06,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$26.87,100,1236,+9%,"+$2,687",,,,,TRMD+A
109,,2018-11-20 17:13:31,2018-11-20,A,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$27.25,100,1136,+10%,"+$2,725",,,,,TRMD+A
110,,2018-10-29 15:24:18,2018-10-26,ATLO,Ames National Corp,Hagan Patrick G,Dir,P - Purchase,$27.30,300,3621,+9%,"+$8,190",,,,,TRMD+A
111,,2018-09-14 16:21:44,2018-09-14,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$27.20,500,1500,+50%,"+$13,600",,,,,TRMD+A
112,,2018-09-14 13:37:21,2018-09-14,ATLO,Ames National Corp,Hoff Curtis A,President of subsidiary bank,P - Purchase,$27.25,1000,6000,+20%,"+$27,250",,,,,TRMD+A
113,,2018-09-14 11:04:50,2018-09-13,ATLO,Ames National Corp,Larson James R II,Dir,P - Purchase,$27.65,1000,1000,New,"+$27,645",,,,,TRMD+A
114,,2018-09-13 15:31:54,2018-09-13,ATLO,Ames National Corp,Parker Richard O,Dir,P - Purchase,$27.75,1000,10141,+11%,"+$27,750",,,,,TRMD+A
115,,2018-09-13 15:12:39,2018-09-13,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$27.80,400,5100,+9%,"+$11,120",,,,,TRMD+A
116,,2018-09-13 15:04:20,2018-09-13,ATLO,Ames National Corp,Pohlman Thomas H,Dir,P - Purchase,$27.95,500,12635,+4%,"+$13,975",,,,,TRMD+A
117,,2018-09-13 12:43:34,2018-09-12,ATLO,Ames National Corp,Bauer Scott T,President of Subsidiary bank,P - Purchase,$27.95,75,2114,+4%,"+$2,096",,,,,TRMD+A
118,,2018-09-12 16:09:37,2018-09-12,ATLO,Ames National Corp,Benson David W.,Dir,P - Purchase,$28.15,349,4700,+8%,"+$9,824",,,,,TRMD+A
