,X,Filing Date,Trade Date,Ticker,Insider Name,Title,Trade Type,Price,Qty,Owned,ΔOwn,Value,1d,1w,1m,6m,ticker
0,,2019-09-11 13:32:28,2019-09-09,PGNX,"Velan Capital, L.P.","See Explanation of Responses, 10%",P - Purchase,$4.99,72023,8011733,+1%,"+$359,733",,,,,PGNX
1,M,2019-09-09 18:14:16,2019-09-05,PGNX,"Lte Partners, LLC","See Explanation of Responses, 10%",P - Purchase,$4.73,65000,1950000,+3%,"+$307,193",,,,,PGNX
2,M,2019-09-05 16:37:12,2019-09-03,PGNX,"Velan Capital, L.P.","See Explanation of Responses, 10%",P - Purchase,$4.45,521038,7939710,+7%,"+$2,317,446",,,,,PGNX
3,M,2019-08-27 15:45:49,2019-08-23,PGNX,"Velan Capital, L.P.","See Explanation of Responses, 10%",P - Purchase,$4.31,204056,7418672,+3%,"+$878,601",,,,,PGNX
